0,1,2,3,4,5,6,7,8,9
-0.566,0.455,0.154,0.154,0.089,0.089,0.024,0.024,0.474,0.332
-0.238,0.152,-0.155,-0.155,-0.056,-0.056,-0.204,-0.204,-0.433,0.326
-0.375,0.023,-0.022,-0.022,-0.152,-0.152,-0.155,-0.155,-0.259,-0.449
-0.244,-0.398,-0.106,-0.106,-0.059,-0.059,0.742,0.742,0.355,0.325
0.273,0.743,0.173,0.173,0.321,0.321,-0.146,-0.146,-0.0,-0.027
-0.304,-0.164,0.453,0.453,0.566,0.566,0.114,0.114,0.128,0.232
-0.046,-0.139,0.073,0.073,0.109,0.109,0.039,0.039,0.428,0.302
0.468,-0.005,0.191,0.191,0.065,0.065,-0.052,-0.052,0.264,0.532
0.067,0.104,0.338,0.338,-0.313,-0.313,0.217,0.217,-0.35,-0.019
0.172,0.049,-0.143,-0.143,0.217,0.217,0.367,0.367,0.056,-0.217
