0,1,2,3,4,5,6,7,8,9
0.576,0.489,0.006,0.006,-0.03,-0.03,0.251,0.17,0.17,-0.158
0.233,0.186,-0.238,-0.238,0.013,0.013,0.097,-0.294,-0.294,-0.279
0.371,0.006,-0.216,-0.216,0.164,0.164,-0.489,-0.315,-0.315,-0.123
0.249,-0.462,-0.102,-0.102,-0.282,-0.282,0.463,0.529,0.529,0.79
-0.271,0.682,-0.138,-0.138,0.043,0.043,-0.172,-0.18,-0.18,-0.222
0.298,-0.069,0.067,0.067,0.161,0.161,0.433,0.31,0.31,0.079
0.048,-0.197,0.544,0.544,0.078,0.078,0.188,0.182,0.182,0.218
-0.466,0.045,-0.104,-0.104,-0.026,-0.026,0.364,0.074,0.074,-0.11
-0.067,0.044,0.139,0.139,-0.165,-0.165,0.298,0.285,0.285,0.262
-0.169,0.015,-0.145,-0.145,0.441,0.441,-0.023,0.19,0.19,0.273
