0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,0.0,0.0,0.0,0.241,-0.241,0.0,0.0,0.165,-0.165,0.0,0.0,0.056,-0.056
0.0,0.0,0.0,0.0,0.0,0.277,-0.277,0.161,-0.161,0.0,0.123,-0.123,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.248,-0.248,0.092,-0.092,0.0,0.055,-0.055,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.081,-0.081,0.213,-0.213,0.112,-0.112,0.0,0.029,-0.029
0.0,0.041,-0.041,0.282,-0.282,0.0,0.0,0.0,0.069,-0.069,0.093,-0.093,0.0,0.0
0.0,0.287,-0.287,0.187,-0.187,0.0,0.045,-0.045,0.011,-0.011,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.166,-0.166,0.008,-0.008,0.119,-0.119,0.05,-0.05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,-0.136,0.0,0.08,-0.08,0.0
0.168,-0.168,0.021,-0.021,0.111,-0.111,0.0,0.032,-0.032,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.189,-0.189,0.2,-0.2,0.0,0.082,-0.082,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.273,-0.273,0.085,-0.085,0.059,-0.059,0.035,-0.035,0.0
0.0,0.0,0.0,0.0,0.0,0.221,-0.221,0.0,0.066,-0.066,0.128,-0.128,0.035,-0.035
0.193,-0.193,0.0,0.109,-0.109,0.0,0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.252,-0.252,0.0,0.06,-0.06,0.0,0.0,0.0,0.0
0.246,-0.246,0.0,0.079,-0.079,0.088,-0.088,0.051,-0.051,0.0,0.0,0.0,0.0,0.0
0.317,-0.317,0.0,0.127,-0.127,0.0,0.0,0.106,-0.106,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,-0.107,0.077,-0.077,0.018,-0.018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,-0.093,0.078,-0.078,0.021,-0.021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,-0.097,0.103,-0.103,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.258,-0.258,0.0,0.166,-0.166,0.056,-0.056,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.124,-0.124,0.0,0.09,-0.09,0.096,-0.096,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.241,-0.241,0.046,-0.046,0.0,0.043,-0.043,0.021,-0.021
