0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.219,0.299,0.174,-0.147,-0.029,0.252,0.252,-0.125,-0.125,0.122,0.152,0.152,-0.466,-0.466
0.597,-0.296,0.395,0.081,0.118,-0.173,-0.173,0.008,0.008,0.188,-0.312,-0.312,-0.027,-0.027
-0.318,-0.106,-0.007,-0.162,0.452,0.087,0.087,-0.354,-0.354,-0.174,0.461,0.461,0.199,0.199
-0.508,0.342,-0.036,-0.148,0.094,0.147,0.147,0.118,0.118,0.24,-0.301,-0.301,-0.179,-0.179
-0.157,0.239,-0.203,0.084,0.05,-0.047,-0.047,0.142,0.142,-0.566,0.009,0.009,0.512,0.512
0.026,0.29,-0.333,0.62,0.095,0.053,0.053,0.04,0.04,0.155,0.17,0.17,-0.203,-0.203
-0.148,-0.061,-0.119,0.049,-0.194,-0.122,-0.122,0.137,0.137,0.458,-0.124,-0.124,-0.09,-0.09
-0.112,-0.082,-0.289,0.15,0.234,0.079,0.079,-0.514,-0.514,0.486,0.249,0.249,-0.466,-0.466
-0.011,-0.431,0.407,-0.211,-0.399,0.056,0.056,0.178,0.178,0.004,0.069,0.069,-0.039,-0.039
-0.148,-0.185,0.385,0.257,-0.117,-0.207,-0.207,-0.259,-0.259,-0.169,0.18,0.18,-0.043,-0.043
0.122,0.371,0.302,0.001,-0.23,0.137,0.137,-0.286,-0.286,-0.02,0.313,0.313,0.356,0.356
0.13,-0.03,-0.33,-0.164,-0.582,0.206,0.206,-0.261,-0.261,-0.189,0.184,0.184,0.118,0.118
-0.284,0.35,-0.209,-0.211,-0.312,-0.41,-0.41,0.096,0.096,-0.072,-0.241,-0.241,-0.059,-0.059
0.203,0.249,-0.074,-0.57,-0.075,-0.18,-0.18,-0.043,-0.043,-0.028,0.245,0.245,0.046,0.046
