0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.325,0.325,-0.267,0.184,0.184,0.421,0.279,0.279,0.426,-0.212,-0.443,-0.166,0.149,-0.065
-0.023,-0.023,0.03,-0.023,-0.023,0.077,-0.07,-0.07,-0.375,-0.572,0.104,-0.409,-0.089,0.187
0.334,0.334,-0.447,0.514,0.514,0.259,-0.09,-0.09,0.289,0.345,0.134,0.08,0.193,0.385
-0.084,-0.084,0.109,-0.087,-0.087,0.031,0.284,0.284,-0.317,0.516,-0.305,0.072,0.132,0.03
0.13,0.13,0.279,-0.026,-0.026,-0.057,-0.437,-0.437,0.454,0.165,-0.18,0.238,-0.114,0.051
0.388,0.388,0.214,0.019,0.019,0.087,0.238,0.238,-0.147,-0.014,-0.209,0.336,-0.601,0.046
0.271,0.271,-0.009,-0.367,-0.367,-0.459,0.091,0.091,-0.374,0.14,0.121,0.095,-0.026,-0.229
-0.19,-0.19,-0.156,0.111,0.111,0.067,0.434,0.434,0.217,0.092,0.17,0.304,-0.11,0.185
0.235,0.235,0.403,-0.002,-0.002,0.194,0.111,0.111,0.027,-0.022,0.359,-0.452,0.199,-0.34
0.163,0.163,-0.119,-0.11,-0.11,-0.324,-0.082,-0.082,0.161,0.143,0.115,-0.352,-0.294,0.015
-0.167,-0.167,-0.307,0.381,0.381,-0.013,-0.057,-0.057,0.032,-0.105,-0.512,-0.315,-0.012,-0.177
0.138,0.138,-0.423,0.357,0.357,0.176,-0.084,-0.084,0.147,-0.159,0.126,0.239,0.157,-0.636
-0.087,-0.087,0.18,-0.017,-0.017,0.345,-0.325,-0.325,-0.17,0.304,-0.269,0.188,0.202,-0.377
0.205,0.205,0.292,-0.249,-0.249,-0.479,0.09,0.09,0.011,-0.194,-0.265,0.048,0.58,-0.165
