0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.492,0.023,0.162,0.166,0.202,0.177,0.177,-0.326,-0.204,-0.204,0.248,0.248,0.526,-0.569
-0.096,0.541,0.422,-0.132,-0.159,-0.208,-0.208,0.091,-0.242,-0.242,0.221,0.221,0.131,-0.092
0.127,-0.236,-0.086,-0.255,0.396,0.087,0.087,-0.092,0.109,0.109,0.02,0.02,0.007,-0.136
-0.272,-0.579,0.002,0.133,-0.021,-0.105,-0.105,-0.037,-0.027,-0.027,0.191,0.191,-0.055,0.145
-0.08,-0.22,-0.253,-0.116,-0.033,-0.354,-0.354,0.34,-0.256,-0.256,0.185,0.185,-0.104,0.144
-0.098,-0.069,-0.272,-0.347,-0.581,-0.199,-0.199,0.05,0.117,0.117,0.104,0.104,0.352,-0.239
0.241,-0.099,-0.128,0.031,-0.228,-0.027,-0.027,-0.371,-0.492,-0.492,0.466,0.466,-0.111,0.081
0.261,-0.019,-0.351,-0.259,0.112,0.541,0.541,0.531,-0.084,-0.084,0.193,0.193,0.366,-0.43
0.248,0.175,0.355,0.464,0.142,-0.017,-0.017,0.328,0.081,0.081,0.117,0.117,0.38,-0.276
0.019,-0.007,0.369,-0.098,-0.317,-0.159,-0.159,0.041,-0.37,-0.37,0.242,0.242,-0.104,0.108
-0.547,-0.079,0.307,0.093,-0.143,0.098,0.098,0.435,0.277,0.277,-0.198,-0.198,-0.056,-0.077
0.269,0.169,-0.305,0.49,-0.074,-0.295,-0.295,-0.063,-0.059,-0.059,0.042,0.042,-0.039,-0.036
-0.107,-0.428,-0.239,0.234,0.072,-0.138,-0.138,0.148,0.024,0.024,-0.296,-0.296,0.415,-0.367
-0.267,0.062,-0.067,0.377,0.471,0.231,0.231,0.122,-0.109,-0.109,0.243,0.243,-0.3,0.359
