0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.201,-0.231,0.154,-0.019,0.146,-0.212,-0.212,0.038,0.038,0.307,0.307,-0.119,-0.119,-0.296
0.613,0.352,0.443,-0.134,-0.082,0.16,0.16,0.041,0.041,0.119,0.119,0.171,0.171,-0.236
-0.302,0.099,-0.04,-0.456,0.224,-0.069,-0.069,0.27,0.27,-0.176,-0.176,-0.405,-0.405,0.402
-0.512,-0.325,-0.092,-0.105,0.163,-0.143,-0.143,-0.053,-0.053,0.184,0.184,0.209,0.209,-0.324
-0.166,-0.259,-0.226,-0.068,-0.078,0.057,0.057,-0.151,-0.151,-0.375,-0.375,0.142,0.142,0.428
0.007,-0.318,-0.313,-0.089,-0.632,-0.022,-0.022,-0.104,-0.104,0.065,0.065,-0.015,-0.015,-0.088
-0.146,0.021,-0.112,0.213,-0.063,0.176,0.176,-0.12,-0.12,0.333,0.333,0.024,0.024,-0.15
-0.111,0.033,-0.265,-0.192,-0.1,-0.212,-0.212,0.593,0.593,0.616,0.616,-0.511,-0.511,-0.173
0.008,0.448,0.413,0.379,0.176,-0.036,-0.036,-0.227,-0.227,-0.03,-0.03,0.133,0.133,0.024
-0.132,0.217,0.376,0.09,-0.282,0.175,0.175,0.267,0.267,-0.07,-0.07,-0.261,-0.261,0.061
0.114,-0.302,0.27,0.181,-0.052,-0.197,-0.197,0.291,0.291,-0.107,-0.107,-0.359,-0.359,0.484
0.119,-0.021,-0.291,0.611,0.095,-0.204,-0.204,0.211,0.211,-0.13,-0.13,-0.202,-0.202,0.154
-0.301,-0.383,-0.246,0.323,0.18,0.407,0.407,-0.123,-0.123,-0.126,-0.126,0.257,0.257,-0.188
0.185,-0.227,-0.083,0.075,0.567,0.148,0.148,0.083,0.083,-0.042,-0.042,-0.213,-0.213,0.22
