0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,-0.0,0.0,-0.133,0.133,0.0,-0.0,-0.139,0.139,0.0,0.0,0.0,0.0,0.0
0.197,-0.197,0.0,-0.091,0.091,0.175,-0.175,0.074,-0.074,0.0,0.0,0.0,0.0,0.0
0.171,-0.171,0.0,-0.06,0.06,-0.043,0.043,-0.002,0.002,0.0,0.0,0.0,0.0,0.0
-0.104,0.104,0.0,0.014,-0.014,0.119,-0.119,0.038,-0.038,0.0,0.0,0.0,0.0,0.0
0.008,-0.008,0.0,0.138,-0.138,-0.31,0.31,0.002,-0.002,0.0,0.0,0.0,0.0,0.0
0.143,-0.143,0.0,0.163,-0.163,0.013,-0.013,-0.011,0.011,0.0,0.0,0.0,0.0,0.0
0.224,-0.224,0.0,-0.018,0.018,-0.034,0.034,0.167,-0.167,0.0,0.0,0.0,0.0,0.0
-0.156,0.156,0.0,0.0,-0.0,0.072,-0.072,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.019,-0.019,0.0,0.221,-0.221,-0.15,0.15,0.016,-0.016,0.0,0.0,0.0,0.0,0.0
0.342,-0.342,0.0,-0.03,0.03,0.172,-0.172,-0.136,0.136,0.0,0.0,0.0,0.0,0.0
-0.214,0.214,0.0,0.045,-0.045,-0.16,0.16,0.136,-0.136,0.0,0.0,0.0,0.0,0.0
0.016,-0.016,0.0,-0.119,0.119,0.037,-0.037,-0.045,0.045,0.0,0.0,0.0,0.0,0.0
0.291,-0.291,0.0,-0.127,0.127,0.165,-0.165,-0.051,0.051,0.0,0.0,0.0,0.0,0.0
0.239,-0.239,0.0,0.255,-0.255,-0.026,0.026,-0.011,0.011,0.0,0.0,0.0,0.0,0.0
