0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.539,0.285,0.007,0.04,0.15,0.395,-0.261,-0.073,0.218,0.218,0.08,0.149,0.149,0.04
0.299,-0.302,0.501,-0.288,-0.073,-0.35,-0.142,0.061,0.127,0.127,-0.2,0.065,0.065,-0.293
-0.403,0.076,0.038,-0.428,-0.129,0.055,0.203,-0.053,-0.071,-0.071,0.142,0.017,0.017,0.025
-0.188,0.495,-0.29,0.008,0.145,-0.094,-0.271,-0.053,0.169,0.169,0.031,0.156,0.156,-0.428
-0.018,0.138,-0.26,0.156,-0.129,0.38,0.587,0.475,0.261,0.261,-0.188,0.393,0.393,-0.604
0.194,0.164,-0.326,0.344,-0.216,-0.218,-0.299,0.34,0.36,0.36,0.447,0.458,0.458,-0.121
-0.199,-0.112,-0.129,0.346,0.143,-0.591,-0.327,0.397,0.093,0.093,-0.7,0.048,0.048,0.339
-0.196,-0.089,-0.23,0.049,-0.252,0.162,-0.397,-0.126,-0.112,-0.112,0.235,-0.182,-0.182,-0.185
-0.121,-0.293,0.455,0.118,0.346,0.292,0.034,0.354,0.187,0.187,0.314,0.348,0.348,-0.383
-0.047,-0.026,0.253,0.028,-0.25,0.055,0.014,0.062,0.262,0.262,0.125,0.036,0.036,0.225
0.477,0.476,-0.093,0.223,0.13,-0.07,0.197,-0.306,-0.483,-0.483,0.082,-0.398,-0.398,-0.005
0.035,-0.278,-0.176,0.551,0.467,-0.073,0.201,-0.27,0.055,0.055,0.043,-0.033,-0.033,-0.049
-0.055,0.324,-0.327,0.269,0.466,-0.124,0.063,0.019,0.066,0.066,0.07,0.021,0.021,0.007
0.241,0.12,-0.049,-0.163,0.391,0.167,0.121,0.417,0.131,0.131,0.154,0.182,0.182,-0.019
