0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,0.0,0.0,0.0,0.0,0.308,-0.308,-0.002,0.002,0.0,-0.081,0.081,0.025,-0.025
0.0,0.0,0.0,0.0,0.0,0.121,-0.121,0.033,-0.033,0.0,0.023,-0.023,-0.044,0.044
0.0,0.0,0.0,0.0,0.0,0.211,-0.211,-0.043,0.043,0.0,0.0,-0.0,0.036,-0.036
0.0,0.0,0.0,0.0,0.0,0.04,-0.04,0.07,-0.07,0.0,0.022,-0.022,-0.026,0.026
0.0,0.0,0.0,0.0,0.0,0.015,-0.015,0.122,-0.122,0.0,-0.172,0.172,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.276,-0.276,0.234,-0.234,0.0,0.02,-0.02,0.011,-0.011
0.0,0.0,0.0,0.0,0.0,0.302,-0.302,-0.154,0.154,0.0,0.002,-0.002,0.049,-0.049
0.0,0.0,0.0,0.0,0.0,-0.222,0.222,0.0,-0.0,0.0,0.233,-0.233,0.102,-0.102
0.0,0.0,0.0,0.0,0.0,0.129,-0.129,0.345,-0.345,0.0,-0.103,0.103,0.008,-0.008
0.0,0.0,0.0,0.0,0.0,0.194,-0.194,-0.137,0.137,0.0,0.211,-0.211,-0.007,0.007
0.0,0.0,0.0,0.0,0.0,-0.269,0.269,-0.077,0.077,0.0,0.049,-0.049,0.065,-0.065
0.0,0.0,0.0,0.0,0.0,0.186,-0.186,-0.114,0.114,0.0,0.015,-0.015,-0.004,0.004
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.123,-0.123,0.0,-0.069,0.069,-0.088,0.088
0.0,0.0,0.0,0.0,0.0,0.102,-0.102,0.089,-0.089,0.0,0.167,-0.167,0.042,-0.042
