0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.202,0.257,-0.185,-0.037,0.142,-0.425,-0.425,0.084,0.084,0.106,0.367,0.367,0.253,-0.292
-0.608,-0.337,-0.417,0.125,-0.076,0.003,0.003,-0.016,-0.016,-0.107,0.083,0.083,0.218,0.324
0.305,-0.091,0.042,0.356,0.257,-0.264,-0.264,0.332,0.332,0.363,-0.135,-0.135,-0.239,-0.561
0.516,0.356,0.048,0.036,0.169,-0.075,-0.075,-0.089,-0.089,-0.172,0.18,0.18,0.285,0.345
0.166,0.251,0.21,0.089,-0.075,0.04,0.04,-0.226,-0.226,-0.284,-0.445,-0.445,-0.525,-0.027
-0.007,0.299,0.323,0.248,-0.63,-0.256,-0.256,-0.038,-0.038,-0.175,0.097,0.097,0.098,-0.091
0.14,-0.042,0.122,-0.172,-0.081,-0.121,-0.121,-0.133,-0.133,0.038,0.257,0.257,0.347,0.18
0.102,-0.059,0.291,0.232,-0.081,0.018,0.018,0.543,0.543,0.414,0.609,0.609,0.519,-0.289
-0.012,-0.43,-0.403,-0.409,0.149,-0.125,-0.125,-0.215,-0.215,-0.418,-0.029,-0.029,-0.047,-0.049
0.131,-0.179,-0.372,-0.017,-0.299,-0.107,-0.107,0.3,0.3,0.342,-0.025,-0.025,-0.075,-0.064
-0.106,0.342,-0.314,-0.182,-0.057,0.113,0.113,0.273,0.273,0.313,-0.141,-0.141,-0.193,-0.379
-0.134,-0.027,0.3,-0.576,0.05,-0.29,-0.29,0.231,0.231,0.287,-0.098,-0.098,-0.151,-0.254
0.304,0.38,0.215,-0.341,0.151,0.19,0.19,-0.123,-0.123,-0.242,-0.088,-0.088,-0.014,0.181
-0.184,0.221,0.056,-0.232,0.569,0.002,0.002,0.109,0.109,0.041,-0.036,-0.036,-0.077,-0.06
