0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.413,0.413,-0.078,-0.053,-0.053,0.396,0.396,-0.317,-0.317,-0.187,0.164,0.153,0.143,0.042
-0.083,-0.083,-0.125,0.041,0.041,-0.257,-0.257,-0.054,-0.054,-0.626,-0.434,0.46,-0.071,-0.103
0.233,0.233,-0.032,-0.299,-0.299,0.362,0.362,0.124,0.124,0.279,-0.04,-0.049,0.223,-0.337
0.076,0.076,-0.074,0.092,0.092,-0.199,-0.199,-0.138,-0.138,0.517,0.372,-0.112,0.174,-0.028
-0.073,-0.073,-0.128,0.094,0.094,-0.211,-0.211,0.487,0.487,0.178,0.262,-0.227,-0.099,-0.091
0.313,0.313,-0.383,0.092,0.092,0.218,0.218,-0.108,-0.108,0.012,0.31,-0.324,-0.63,-0.269
0.09,0.09,0.452,0.031,0.031,-0.09,-0.09,-0.266,-0.266,0.147,0.008,-0.122,-0.057,0.171
-0.079,-0.079,-0.047,-0.545,-0.545,0.389,0.389,-0.643,-0.643,0.107,0.012,-0.264,-0.098,-0.258
0.179,0.179,-0.564,0.217,0.217,0.076,0.076,0.03,0.03,-0.034,-0.435,0.408,0.183,0.402
0.056,0.056,0.204,-0.251,-0.251,0.139,0.139,0.032,0.032,0.116,-0.218,0.355,-0.307,-0.002
-0.111,-0.111,0.16,-0.346,-0.346,0.143,0.143,0.09,0.09,-0.103,0.215,0.263,-0.053,0.193
0.249,0.249,0.123,-0.219,-0.219,0.149,0.149,0.126,0.126,-0.113,0.021,-0.267,0.091,0.567
-0.234,-0.234,-0.449,0.257,0.257,-0.139,-0.139,0.078,0.078,0.314,0.402,-0.264,0.164,0.343
0.021,0.021,-0.003,-0.128,-0.128,0.113,0.113,0.015,0.015,-0.164,0.188,-0.075,0.556,0.244
