0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.043,-0.384,-0.314,-0.054,0.055,-0.29,-0.29,0.189,-0.066,-0.066,-0.069,-0.217,0.496,-0.527
-0.558,0.153,-0.32,0.136,-0.066,-0.061,-0.061,-0.338,-0.012,-0.012,-0.34,-0.031,-0.071,0.01
0.199,0.065,0.022,0.217,0.4,0.045,0.045,0.447,0.022,0.022,0.134,-0.304,0.26,-0.345
0.556,-0.402,-0.146,-0.064,0.05,-0.172,-0.172,-0.228,0.137,0.137,-0.203,0.233,-0.22,0.254
0.214,-0.197,0.153,0.08,0.017,0.108,0.108,-0.552,0.169,0.169,0.404,-0.239,0.008,-0.22
0.131,-0.202,0.274,0.352,-0.607,0.034,0.034,-0.141,-0.412,-0.412,0.1,-0.532,-0.122,-0.323
0.121,0.124,0.174,-0.087,-0.119,0.114,0.114,-0.118,-0.102,-0.102,-0.391,-0.229,-0.054,0.0
0.069,0.121,0.384,0.295,0.071,-0.585,-0.585,-0.11,0.216,0.216,-0.56,0.416,0.679,-0.047
-0.209,0.382,-0.259,-0.419,0.1,-0.008,-0.008,-0.382,-0.291,-0.291,0.021,-0.426,0.138,-0.416
-0.022,0.094,-0.345,0.057,-0.37,-0.214,-0.214,-0.077,-0.058,-0.058,0.31,0.043,-0.126,0.151
0.075,-0.451,-0.424,-0.026,-0.188,0.11,0.11,0.168,0.219,0.219,-0.158,-0.053,0.313,-0.176
-0.16,0.241,0.343,-0.578,-0.041,-0.006,-0.006,0.181,0.165,0.165,0.174,-0.153,0.039,-0.195
0.418,-0.278,0.119,-0.248,0.06,0.097,0.097,-0.148,-0.33,-0.33,-0.061,-0.169,0.068,-0.227
-0.074,-0.245,-0.064,-0.357,0.505,-0.106,-0.106,-0.114,-0.172,-0.172,0.16,0.044,-0.121,0.259
