0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.06,-0.145,0.196,0.022,-0.169,0.473,0.473,-0.227,0.126,0.126,0.482,0.482,0.327,0.327
-0.617,0.488,0.519,-0.109,0.037,-0.162,-0.162,0.003,-0.026,-0.026,-0.378,-0.378,0.069,0.069
0.198,0.019,-0.144,-0.319,-0.227,0.184,0.184,-0.386,0.393,0.393,0.195,0.195,-0.076,-0.076
0.562,-0.444,-0.187,-0.028,-0.182,0.014,0.014,0.202,-0.075,-0.075,-0.177,-0.177,0.184,0.184
0.209,-0.251,-0.218,-0.105,0.1,-0.032,-0.032,0.281,-0.18,-0.18,-0.121,-0.121,-0.525,-0.525
0.071,-0.252,-0.256,-0.289,0.644,0.317,0.317,0.235,-0.037,-0.037,0.159,0.159,0.182,0.182
0.093,-0.02,-0.133,0.18,0.079,0.092,0.092,-0.372,-0.165,-0.165,-0.294,-0.294,0.157,0.157
0.034,0.026,-0.253,-0.222,0.116,-0.132,-0.132,-0.111,0.567,0.567,0.392,0.392,0.581,0.581
-0.118,0.347,0.362,0.419,-0.188,0.202,0.202,0.469,-0.19,-0.19,0.098,0.098,0.016,0.016
0.085,0.113,0.316,-0.015,0.275,0.085,0.085,-0.23,0.202,0.202,0.068,0.068,-0.068,-0.068
0.076,-0.266,0.3,0.155,0.006,-0.201,-0.201,-0.216,0.367,0.367,0.027,0.027,-0.085,-0.085
-0.13,0.026,-0.209,0.563,-0.027,0.195,0.195,-0.311,0.278,0.278,0.08,0.08,-0.061,-0.061
0.392,-0.438,-0.273,0.343,-0.148,-0.175,-0.175,0.12,-0.181,-0.181,-0.098,-0.098,-0.023,-0.023
-0.068,-0.139,-0.047,0.271,-0.554,0.051,0.051,0.206,0.033,0.033,0.035,0.035,-0.045,-0.045
