0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.357,-0.357,0.0,0.029,-0.029,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.0,0.0
-0.084,0.084,0.0,-0.088,0.088,0.0,0.0,-0.267,0.267,0.0,0.0,0.0,0.0,0.0
0.133,-0.133,0.0,0.133,-0.133,0.0,0.0,0.084,-0.084,0.0,0.0,0.0,0.0,0.0
0.162,-0.162,0.0,-0.09,0.09,0.0,0.0,-0.172,0.172,0.0,0.0,0.0,0.0,0.0
-0.126,0.126,0.0,-0.231,0.231,0.0,0.0,0.085,-0.085,0.0,0.0,0.0,0.0,0.0
0.179,-0.179,0.0,0.262,-0.262,0.0,0.0,0.012,-0.012,0.0,0.0,0.0,0.0,0.0
-0.11,0.11,0.0,0.018,-0.018,0.0,0.0,-0.327,0.327,0.0,0.0,0.0,0.0,0.0
0.326,-0.326,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.114,-0.114,0.0,0.144,-0.144,0.0,0.0,-0.004,0.004,0.0,0.0,0.0,0.0,0.0
0.0,-0.0,0.0,0.118,-0.118,0.0,0.0,0.235,-0.235,0.0,0.0,0.0,0.0,0.0
0.053,-0.053,0.0,-0.079,0.079,0.0,0.0,-0.083,0.083,0.0,0.0,0.0,0.0,0.0
0.236,-0.236,0.0,-0.081,0.081,0.0,0.0,0.101,-0.101,0.0,0.0,0.0,0.0,0.0
-0.359,0.359,0.0,0.077,-0.077,0.0,0.0,-0.011,0.011,0.0,0.0,0.0,0.0,0.0
-0.01,0.01,0.0,0.268,-0.268,0.0,0.0,0.089,-0.089,0.0,0.0,0.0,0.0,0.0
