0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.025,0.411,-0.231,0.157,-0.115,0.148,0.148,-0.273,-0.273,0.12,0.12,-0.439,-0.346,-0.346
-0.536,-0.125,-0.411,-0.111,0.066,-0.206,-0.206,-0.158,-0.158,-0.06,-0.06,-0.192,0.011,0.011
0.243,-0.107,0.1,-0.191,-0.367,-0.051,-0.051,0.239,0.239,0.101,0.101,-0.08,-0.383,-0.383
0.593,0.381,-0.046,0.142,-0.075,-0.04,-0.04,-0.099,-0.099,0.08,0.08,-0.064,0.062,0.062
0.201,0.206,0.206,-0.077,0.04,-0.133,-0.133,-0.062,-0.062,-0.524,-0.524,0.008,0.597,0.597
0.048,0.197,0.251,-0.367,0.629,-0.161,-0.161,-0.111,-0.111,0.299,0.299,-0.317,-0.075,-0.075
0.099,-0.141,0.153,0.026,0.117,-0.013,-0.013,-0.363,-0.363,-0.31,-0.31,0.055,-0.04,-0.04
-0.01,-0.15,0.345,-0.263,-0.049,0.527,0.527,-0.082,-0.082,0.274,0.274,0.084,-0.009,-0.009
-0.177,-0.395,-0.342,0.417,-0.136,0.038,0.038,-0.112,-0.112,0.122,0.122,-0.341,0.197,0.197
0.032,-0.121,-0.351,-0.128,0.349,-0.109,-0.109,-0.2,-0.2,0.035,0.035,0.37,0.098,0.098
0.085,0.444,-0.371,0.154,0.107,0.125,0.125,0.468,0.468,-0.01,-0.01,0.195,-0.088,-0.088
-0.167,-0.161,0.314,0.485,0.086,-0.236,-0.236,0.166,0.166,-0.049,-0.049,-0.054,-0.2,-0.2
0.421,0.277,0.204,0.272,-0.025,-0.21,-0.21,-0.082,-0.082,0.11,0.11,-0.413,-0.1,-0.1
-0.067,0.254,0.014,0.415,-0.519,0.163,0.163,-0.134,-0.134,0.188,0.188,0.43,0.234,0.234
