0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.447,0.239,0.239,0.052,0.052,0.21,-0.107,0.179,0.156,0.156,-0.126,-0.126,0.425,0.421
0.434,0.154,0.154,0.184,0.184,-0.316,0.284,0.005,0.043,0.043,0.015,0.015,-0.021,-0.044
-0.143,-0.581,-0.581,-0.042,-0.042,0.053,-0.053,0.188,-0.092,-0.092,-0.208,-0.208,0.245,0.268
-0.187,-0.066,-0.066,0.317,0.317,0.136,-0.086,0.275,0.122,0.122,0.385,0.385,-0.285,-0.272
-0.262,-0.003,-0.003,-0.075,-0.075,-0.147,0.178,0.077,0.255,0.255,0.22,0.22,0.162,0.173
-0.086,0.011,0.011,0.453,0.453,0.005,0.046,-0.355,-0.041,-0.041,0.222,0.222,-0.369,-0.358
-0.26,0.043,0.043,0.063,0.063,-0.164,0.098,-0.009,0.25,0.25,-0.415,-0.415,0.477,0.408
-0.274,-0.397,-0.397,0.116,0.116,0.211,-0.139,0.267,0.199,0.199,0.18,0.18,0.003,0.044
-0.263,0.114,0.114,0.196,0.196,0.628,-0.645,0.287,-0.026,-0.026,0.033,0.033,-0.228,-0.259
-0.067,0.251,0.251,0.162,0.162,-0.08,0.048,-0.505,-0.088,-0.088,-0.095,-0.095,0.272,0.269
0.311,0.005,0.005,-0.251,-0.251,-0.16,0.232,-0.056,-0.054,-0.054,-0.036,-0.036,-0.055,-0.009
-0.082,0.411,0.411,-0.074,-0.074,-0.343,0.309,0.469,0.265,0.265,0.123,0.123,0.28,0.324
-0.197,-0.044,-0.044,-0.122,-0.122,-0.02,0.006,-0.073,0.063,0.063,-0.0,-0.0,-0.28,-0.317
0.349,-0.095,-0.095,0.171,0.171,0.443,-0.517,0.297,0.462,0.462,0.483,0.483,0.026,0.066
