0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.241,0.241,0.123,-0.209,0.186,0.186,0.192,0.0,0.0,-0.058,0.008,-0.379,0.398,0.398,0.293,0.293,-0.282,-0.282
0.119,0.119,-0.035,-0.193,-0.37,-0.37,-0.279,0.263,0.263,-0.35,0.308,-0.087,-0.194,-0.194,0.306,0.306,-0.129,-0.129
0.045,0.045,0.131,-0.114,-0.238,-0.238,0.055,-0.006,-0.006,-0.092,0.174,0.08,-0.12,-0.12,-0.123,-0.123,0.032,0.032
-0.246,-0.246,0.247,0.175,0.197,0.197,-0.069,0.072,0.072,0.013,-0.072,-0.328,0.076,0.076,0.244,0.244,-0.084,-0.084
-0.219,-0.219,-0.48,0.405,0.285,0.285,0.339,-0.148,-0.148,-0.047,0.294,0.274,-0.081,-0.081,0.24,0.24,0.005,0.005
0.009,0.009,0.237,-0.174,-0.392,-0.392,-0.082,-0.246,-0.246,0.214,0.293,-0.115,-0.095,-0.095,-0.1,-0.1,0.026,0.026
0.252,0.252,0.072,-0.134,0.052,0.052,-0.055,0.556,0.556,0.659,0.188,0.197,-0.264,-0.264,-0.228,-0.228,0.348,0.348
-0.11,-0.11,-0.04,0.026,-0.093,-0.093,-0.139,0.292,0.292,0.207,-0.195,0.122,0.271,0.271,-0.008,-0.008,0.074,0.074
-0.029,-0.029,0.381,0.424,0.08,0.08,0.057,-0.056,-0.056,-0.146,-0.141,0.026,-0.12,-0.12,0.241,0.241,0.181,0.181
0.241,0.241,-0.0,-0.184,-0.241,-0.241,-0.461,-0.247,-0.247,-0.236,-0.138,-0.063,0.186,0.186,-0.265,-0.265,0.475,0.475
0.03,0.03,-0.268,0.45,0.013,0.013,0.023,0.186,0.186,0.219,0.179,-0.48,0.06,0.06,-0.196,-0.196,0.131,0.131
-0.125,-0.125,0.103,0.011,-0.14,-0.14,0.137,0.214,0.214,0.174,-0.078,-0.025,0.153,0.153,-0.218,-0.218,0.084,0.084
0.052,0.052,0.139,0.222,0.056,0.056,-0.15,0.151,0.151,0.178,0.516,0.499,0.156,0.156,-0.256,-0.256,-0.238,-0.238
0.124,0.124,-0.51,-0.065,-0.221,-0.221,-0.224,0.155,0.155,0.243,-0.345,-0.126,-0.154,-0.154,-0.057,-0.057,-0.258,-0.258
0.064,0.064,-0.102,0.014,-0.164,-0.164,0.073,0.278,0.278,0.234,-0.135,-0.093,0.313,0.313,-0.042,-0.042,0.041,0.041
-0.202,-0.202,-0.14,-0.244,0.164,0.164,-0.031,-0.251,-0.251,-0.194,0.329,-0.116,-0.136,-0.136,-0.243,-0.243,0.163,0.163
0.118,0.118,-0.259,-0.28,-0.21,-0.21,-0.219,-0.051,-0.051,-0.043,0.181,0.264,0.206,0.206,0.236,0.236,0.163,0.163
0.345,0.345,0.089,-0.232,-0.363,-0.363,-0.61,-0.235,-0.235,-0.01,0.039,-0.03,-0.078,-0.078,0.209,0.209,-0.263,-0.263
