0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-0.192,-0.192,0.003,0.003,-0.238,-0.238,-0.035,-0.035,-0.166,-0.166,0.148,-0.167,-0.167,-0.199,-0.138,0.017,-0.144,0.262,-0.157,-0.157,0.313,0.313,-0.219,-0.083,-0.083,-0.016,-0.103,-0.06,0.013,0.013,0.06,0.008,-0.271,-0.271,-0.222,-0.042,0.06,0.06,0.053,0.053
0.068,0.068,-0.001,-0.001,-0.115,-0.115,0.04,0.04,-0.019,-0.019,-0.103,-0.091,-0.091,-0.06,-0.169,0.014,-0.07,0.22,-0.047,-0.047,0.06,0.06,-0.054,0.005,0.005,-0.012,0.108,-0.077,-0.058,-0.058,0.043,-0.104,0.025,0.025,0.187,0.452,0.185,0.185,0.404,0.404
-0.059,-0.059,0.136,0.136,0.022,0.022,-0.211,-0.211,-0.135,-0.135,0.135,0.073,0.073,-0.184,-0.194,-0.077,-0.116,0.122,-0.003,-0.003,-0.129,-0.129,0.12,0.056,0.056,-0.233,-0.118,-0.017,-0.108,-0.108,0.039,-0.031,0.143,0.143,0.267,-0.183,-0.077,-0.077,-0.117,-0.117
-0.088,-0.088,-0.266,-0.266,0.147,0.147,-0.001,-0.001,0.174,0.174,-0.283,0.056,0.056,0.141,0.161,-0.013,0.164,0.233,-0.135,-0.135,0.068,0.068,0.116,0.253,0.253,0.027,0.16,-0.081,0.063,0.063,0.122,-0.03,-0.004,-0.004,0.064,-0.182,0.225,0.225,0.074,0.074
-0.164,-0.164,-0.01,-0.01,0.078,0.078,0.033,0.033,0.004,0.004,0.24,-0.013,-0.013,-0.113,-0.017,0.408,-0.097,-0.043,0.108,0.108,-0.141,-0.141,0.089,-0.033,-0.033,-0.067,0.014,-0.094,-0.029,-0.029,0.025,0.047,-0.078,-0.078,-0.135,0.148,0.107,0.107,0.176,0.176
-0.089,-0.089,-0.147,-0.147,0.051,0.051,0.037,0.037,-0.052,-0.052,0.253,-0.005,-0.005,-0.073,0.066,0.028,-0.029,-0.1,0.11,0.11,-0.258,-0.258,0.198,0.145,0.145,0.046,0.105,0.007,-0.147,-0.147,0.072,-0.074,0.049,0.049,0.1,0.205,-0.117,-0.117,0.033,0.033
-0.112,-0.112,-0.081,-0.081,-0.05,-0.05,-0.148,-0.148,-0.006,-0.006,-0.023,0.177,0.177,-0.036,0.134,0.11,0.246,0.288,-0.094,-0.094,0.029,0.029,-0.053,0.029,0.029,0.317,0.108,0.026,0.084,0.084,0.219,-0.367,0.364,0.364,0.356,-0.131,-0.153,-0.153,-0.115,-0.115
0.059,0.059,0.022,0.022,-0.001,-0.001,-0.008,-0.008,0.134,0.134,-0.164,0.109,0.109,0.243,0.303,0.105,-0.027,-0.094,0.126,0.126,0.162,0.162,-0.145,-0.129,-0.129,-0.052,-0.037,0.101,0.068,0.068,-0.354,0.349,-0.05,-0.05,-0.018,-0.143,-0.046,-0.046,-0.122,-0.122
0.201,0.201,0.004,0.004,0.013,0.013,0.003,0.003,0.049,0.049,-0.028,0.097,0.097,0.223,0.229,0.104,0.042,-0.1,0.029,0.029,-0.062,-0.062,-0.005,0.021,0.021,0.265,0.301,-0.446,0.015,0.015,0.086,-0.082,0.124,0.124,0.129,-0.2,-0.128,-0.128,-0.212,-0.212
-0.029,-0.029,-0.264,-0.264,0.183,0.183,0.035,0.035,-0.029,-0.029,0.114,0.125,0.125,-0.026,-0.043,-0.252,0.002,0.167,-0.149,-0.149,0.201,0.201,-0.082,-0.013,-0.013,0.023,0.02,-0.025,0.069,0.069,-0.281,0.192,0.178,0.178,0.031,-0.061,-0.156,-0.156,-0.195,-0.195
-0.146,-0.146,0.177,0.177,-0.028,-0.028,-0.064,-0.064,0.037,0.037,-0.077,-0.127,-0.127,-0.106,-0.155,0.168,-0.103,-0.008,-0.161,-0.161,0.28,0.28,-0.116,0.009,0.009,-0.056,-0.068,0.12,0.123,0.123,-0.101,-0.009,0.18,0.18,0.138,-0.042,-0.06,-0.06,-0.033,-0.033
0.084,0.084,-0.168,-0.168,0.057,0.057,-0.175,-0.175,0.067,0.067,0.085,0.304,0.304,-0.002,0.077,-0.052,0.25,-0.236,0.238,0.238,-0.072,-0.072,0.083,-0.039,-0.039,-0.1,-0.001,-0.019,-0.14,-0.14,0.018,-0.089,0.086,0.086,0.101,-0.029,0.034,0.034,-0.009,-0.009
-0.1,-0.1,-0.176,-0.176,-0.084,-0.084,-0.065,-0.065,0.017,0.017,-0.079,0.138,0.138,0.103,0.044,-0.062,0.322,0.157,-0.111,-0.111,-0.096,-0.096,0.255,0.181,0.181,-0.141,-0.145,0.195,-0.141,-0.141,-0.036,0.022,-0.073,-0.073,-0.088,0.105,0.099,0.099,0.165,0.165
