0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.075,-0.075,0.0,-0.0,0.004,-0.004,0.089,-0.089,-0.048,0.048,0.0,0.0,0.106,-0.106,0.0,0.144,-0.144,0.022,-0.022,-0.028,0.028,0.008,-0.008,-0.019,0.019,-0.18,0.18,0.0,-0.0,0.087,-0.087,0.069,-0.069,0.0,0.0,-0.228,0.228,-0.011,0.011,0.0
0.046,-0.046,-0.217,0.217,0.2,-0.2,-0.166,0.166,-0.094,0.094,0.0,0.0,0.144,-0.144,0.0,0.045,-0.045,0.098,-0.098,0.008,-0.008,-0.116,0.116,-0.248,0.248,-0.065,0.065,0.084,-0.084,0.079,-0.079,0.134,-0.134,0.0,0.0,-0.111,0.111,-0.002,0.002,0.0
-0.032,0.032,-0.022,0.022,0.006,-0.006,-0.006,0.006,-0.125,0.125,0.0,0.0,-0.096,0.096,0.0,-0.083,0.083,0.13,-0.13,-0.186,0.186,0.031,-0.031,-0.044,0.044,-0.019,0.019,0.107,-0.107,-0.077,0.077,-0.056,0.056,0.0,0.0,0.087,-0.087,0.043,-0.043,0.0
0.096,-0.096,-0.003,0.003,0.008,-0.008,0.011,-0.011,0.03,-0.03,0.0,0.0,0.026,-0.026,0.0,0.286,-0.286,-0.054,0.054,-0.144,0.144,0.085,-0.085,-0.071,0.071,-0.136,0.136,0.027,-0.027,0.143,-0.143,0.058,-0.058,0.0,0.0,-0.078,0.078,-0.027,0.027,0.0
-0.003,0.003,0.196,-0.196,0.167,-0.167,-0.135,0.135,0.071,-0.071,0.0,0.0,-0.21,0.21,0.0,-0.106,0.106,0.042,-0.042,0.0,-0.0,0.035,-0.035,-0.044,0.044,0.0,-0.0,0.016,-0.016,-0.011,0.011,-0.06,0.06,0.0,0.0,0.168,-0.168,0.017,-0.017,0.0
0.087,-0.087,-0.047,0.047,-0.103,0.103,0.012,-0.012,0.063,-0.063,0.0,0.0,-0.07,0.07,0.0,0.175,-0.175,0.01,-0.01,0.114,-0.114,0.11,-0.11,-0.159,0.159,0.038,-0.038,-0.035,0.035,-0.005,0.005,-0.095,0.095,0.0,0.0,-0.199,0.199,-0.129,0.129,0.0
-0.044,0.044,0.083,-0.083,0.104,-0.104,-0.192,0.192,-0.005,0.005,0.0,0.0,-0.065,0.065,0.0,-0.026,0.026,-0.082,0.082,-0.033,0.033,0.057,-0.057,-0.231,0.231,0.027,-0.027,0.053,-0.053,-0.143,0.143,-0.063,0.063,0.0,0.0,-0.044,0.044,-0.047,0.047,0.0
0.009,-0.009,-0.013,0.013,0.022,-0.022,0.077,-0.077,0.045,-0.045,0.0,0.0,-0.003,0.003,0.0,-0.222,0.222,-0.153,0.153,-0.001,0.001,-0.055,0.055,-0.02,0.02,-0.041,0.041,-0.015,0.015,-0.019,0.019,0.021,-0.021,0.0,0.0,0.029,-0.029,-0.075,0.075,0.0
-0.087,0.087,-0.11,0.11,-0.045,0.045,0.132,-0.132,0.044,-0.044,0.0,0.0,0.047,-0.047,0.0,-0.056,0.056,-0.025,0.025,-0.141,0.141,0.011,-0.011,-0.11,0.11,-0.169,0.169,0.071,-0.071,-0.015,0.015,0.129,-0.129,0.0,0.0,-0.173,0.173,0.006,-0.006,0.0
-0.071,0.071,0.072,-0.072,0.053,-0.053,-0.033,0.033,0.0,-0.0,0.0,0.0,0.101,-0.101,0.0,0.059,-0.059,0.06,-0.06,-0.134,0.134,0.066,-0.066,0.154,-0.154,-0.031,0.031,0.113,-0.113,0.109,-0.109,0.034,-0.034,0.0,0.0,-0.069,0.069,0.086,-0.086,0.0
-0.025,0.025,0.156,-0.156,-0.043,0.043,0.163,-0.163,0.05,-0.05,0.0,0.0,-0.072,0.072,0.0,0.095,-0.095,-0.004,0.004,-0.004,0.004,-0.19,0.19,-0.012,0.012,-0.081,0.081,0.022,-0.022,0.043,-0.043,-0.163,0.163,0.0,0.0,-0.113,0.113,0.0,-0.0,0.0
-0.046,0.046,-0.07,0.07,0.094,-0.094,-0.08,0.08,0.015,-0.015,0.0,0.0,0.098,-0.098,0.0,0.03,-0.03,-0.006,0.006,-0.037,0.037,0.104,-0.104,-0.097,0.097,-0.034,0.034,0.037,-0.037,0.079,-0.079,-0.094,0.094,0.0,0.0,0.025,-0.025,0.078,-0.078,0.0
0.0,-0.0,0.129,-0.129,0.215,-0.215,-0.004,0.004,0.106,-0.106,0.0,0.0,-0.272,0.272,0.0,0.061,-0.061,-0.021,0.021,0.142,-0.142,0.0,-0.0,-0.045,0.045,0.121,-0.121,-0.014,0.014,-0.075,0.075,-0.134,0.134,0.0,0.0,0.125,-0.125,0.022,-0.022,0.0
-0.0,0.0,-0.033,0.033,-0.214,0.214,0.108,-0.108,-0.045,0.045,0.0,0.0,-0.177,0.177,0.0,0.171,-0.171,0.0,-0.0,-0.002,0.002,-0.047,0.047,0.055,-0.055,0.073,-0.073,-0.009,0.009,0.01,-0.01,-0.006,0.006,0.0,0.0,-0.09,0.09,-0.002,0.002,0.0
-0.097,0.097,-0.028,0.028,-0.11,0.11,-0.076,0.076,-0.147,0.147,0.0,0.0,0.0,-0.0,0.0,-0.083,0.083,0.025,-0.025,-0.004,0.004,0.074,-0.074,0.136,-0.136,-0.003,0.003,0.087,-0.087,-0.072,0.072,0.017,-0.017,0.0,0.0,0.001,-0.001,-0.026,0.026,0.0
-0.026,0.026,-0.235,0.235,-0.152,0.152,0.158,-0.158,-0.026,0.026,0.0,0.0,0.185,-0.185,0.0,0.065,-0.065,0.087,-0.087,0.035,-0.035,-0.048,0.048,-0.038,0.038,-0.139,0.139,-0.049,0.049,0.083,-0.083,-0.064,0.064,0.0,0.0,-0.086,0.086,0.061,-0.061,0.0
