0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-0.083,-0.083,-0.154,-0.154,0.022,0.034,0.004,0.004,-0.332,-0.332,0.213,-0.135,-0.135,0.267,-0.116,-0.116,-0.211,-0.179,0.265,0.265,0.335,0.073,0.162,-0.292,-0.114,0.051,0.051,-0.141,0.261,0.311,0.018,0.018,0.051,0.051,-0.093,-0.093,-0.055,-0.055,-0.023,-0.023
0.242,0.242,-0.175,-0.175,0.102,0.083,0.09,0.09,-0.082,-0.082,-0.051,0.229,0.229,0.15,0.027,0.027,0.184,0.264,-0.007,-0.007,-0.132,0.041,0.053,-0.062,0.389,-0.225,-0.225,0.036,-0.027,-0.01,0.039,0.039,-0.062,-0.062,0.104,0.104,0.12,0.12,0.077,0.077
-0.195,-0.195,0.058,0.058,-0.155,0.066,0.112,0.112,-0.047,-0.047,-0.143,0.058,0.058,0.097,-0.221,-0.221,0.352,-0.341,0.113,0.113,0.12,0.114,0.101,0.036,0.067,0.018,0.018,-0.021,0.012,0.032,0.168,0.168,0.191,0.191,-0.028,-0.028,-0.081,-0.081,-0.189,-0.189
0.115,0.115,-0.06,-0.06,0.219,0.201,-0.164,-0.164,0.198,0.198,-0.124,0.114,0.114,-0.195,0.138,0.138,0.187,-0.1,0.119,0.119,-0.066,-0.033,0.041,0.062,-0.12,0.199,0.199,-0.248,0.194,0.152,0.051,0.051,0.131,0.131,-0.04,-0.04,-0.028,-0.028,-0.076,-0.076
-0.031,-0.031,0.104,0.104,0.019,0.041,0.139,0.139,-0.09,-0.09,-0.174,-0.159,-0.159,0.178,-0.036,-0.036,0.363,0.038,-0.013,-0.013,0.185,-0.142,-0.126,0.078,-0.084,-0.122,-0.122,-0.021,0.02,0.018,-0.21,-0.21,-0.25,-0.25,0.224,0.224,0.317,0.317,0.208,0.208
0.017,0.017,0.06,0.06,-0.269,-0.014,0.016,0.016,0.095,0.095,-0.089,0.006,0.006,-0.104,0.074,0.074,-0.13,-0.092,-0.034,-0.034,0.121,0.061,0.1,-0.059,-0.063,-0.052,-0.052,0.16,-0.303,-0.33,-0.043,-0.043,0.008,0.008,0.173,0.173,0.096,0.096,0.007,0.007
-0.075,-0.075,0.112,0.112,0.098,-0.051,-0.036,-0.036,-0.168,-0.168,0.126,-0.173,-0.173,-0.077,0.072,0.072,-0.144,-0.375,0.262,0.262,0.073,0.087,0.173,-0.161,0.264,0.059,0.059,-0.228,0.165,0.073,0.096,0.096,-0.046,-0.046,-0.047,-0.047,-0.105,-0.105,-0.272,-0.272
0.026,0.026,0.102,0.102,0.046,-0.1,0.124,0.124,0.006,0.006,-0.235,0.009,0.009,-0.041,-0.038,-0.038,-0.025,0.122,0.131,0.131,0.041,-0.039,-0.004,-0.019,-0.005,-0.033,-0.033,0.103,-0.174,-0.182,0.06,0.06,0.044,0.044,-0.106,-0.106,-0.178,-0.178,-0.027,-0.027
0.014,0.014,0.143,0.143,-0.128,-0.008,0.24,0.24,0.046,0.046,-0.404,-0.184,-0.184,-0.102,-0.052,-0.052,0.008,0.082,0.055,0.055,-0.04,-0.006,-0.059,0.002,0.008,0.032,0.032,-0.134,0.155,0.138,0.055,0.055,0.146,0.146,0.084,0.084,0.06,0.06,0.036,0.036
0.123,0.123,-0.002,-0.002,-0.139,0.044,0.121,0.121,0.171,0.171,-0.111,0.184,0.184,-0.183,0.106,0.106,0.022,0.043,-0.057,-0.057,-0.101,-0.011,-0.018,-0.007,0.089,-0.059,-0.059,0.247,-0.254,-0.153,-0.143,-0.143,-0.188,-0.188,0.182,0.182,0.097,0.097,0.081,0.081
