0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.52,-0.52,0.172,-0.172,0.028,-0.028,0.09,-0.09,0.0,0.0,0.0,0.041,-0.041,0.0,0.19,-0.19,0.028,-0.028,0.0,0.099,-0.099,0.029,-0.029,0.0,0.026,-0.026,0.021,-0.021,0.026,-0.026,0.029,-0.029,0.0,0.0,0.021,-0.021,0.014,-0.014,0.0,0.0
0.562,-0.562,0.425,-0.425,0.534,-0.534,0.445,-0.445,0.171,-0.171,0.0,0.0,0.405,-0.405,0.0,0.177,-0.177,0.054,-0.054,0.208,-0.208,0.294,-0.294,0.273,-0.273,0.172,-0.172,0.062,-0.062,0.192,-0.192,0.089,-0.089,0.0,0.0,0.109,-0.109,0.057,-0.057,0.0
0.548,-0.548,0.0,0.269,-0.269,0.321,-0.321,0.0,0.038,-0.038,0.127,-0.127,0.11,-0.11,0.0,0.0,0.0,0.0,0.0,0.078,-0.078,0.012,-0.012,0.0,0.0,0.0,0.0,0.002,-0.002,0.0,0.018,-0.018,0.0,0.016,-0.016,0.009,-0.009,0.0,0.0,0.0
0.53,-0.53,0.446,-0.446,0.0,0.205,-0.205,0.008,-0.008,0.11,-0.11,0.005,-0.005,0.17,-0.17,0.0,0.0,0.0,0.0,0.066,-0.066,0.0,0.024,-0.024,0.0,0.0,0.009,-0.009,0.0,0.016,-0.016,0.011,-0.011,0.048,-0.048,0.0,0.0,0.0,0.003,-0.003
0.691,-0.691,0.0,0.321,-0.321,0.083,-0.083,0.0,0.0,0.037,-0.037,0.0,0.329,-0.329,0.066,-0.066,0.042,-0.042,0.081,-0.081,0.0,0.0,0.081,-0.081,0.0,0.0,0.0,0.0,0.037,-0.037,0.007,-0.007,0.034,-0.034,0.0,0.045,-0.045,0.023,-0.023,0.0
0.462,-0.462,0.35,-0.35,0.022,-0.022,0.13,-0.13,0.092,-0.092,0.0,0.181,-0.181,0.0,0.0,0.0,0.0,0.0,0.078,-0.078,0.028,-0.028,0.0,0.026,-0.026,0.0,0.0,0.0,0.03,-0.03,0.0,0.0,0.017,-0.017,0.0,0.0,0.004,-0.004,0.003,-0.003
0.585,-0.585,0.0,0.265,-0.265,0.0,0.04,-0.04,0.2,-0.2,0.05,-0.05,0.205,-0.205,0.0,0.0,0.0,0.0,0.0,0.081,-0.081,0.014,-0.014,0.0,0.0,0.036,-0.036,0.0,0.022,-0.022,0.0,0.0,0.0,0.013,-0.013,0.027,-0.027,0.012,-0.012,0.0
0.471,-0.471,0.281,-0.281,0.0,0.0,0.044,-0.044,0.157,-0.157,0.019,-0.019,0.21,-0.21,0.0,0.0,0.03,-0.03,0.079,-0.079,0.0,0.0,0.0,0.0,0.0,0.008,-0.008,0.0,0.022,-0.022,0.014,-0.014,0.0,0.019,-0.019,0.034,-0.034,0.0,0.0,0.0
0.671,-0.671,0.0,0.079,-0.079,0.029,-0.029,0.345,-0.345,0.023,-0.023,0.003,-0.003,0.189,-0.189,0.0,0.036,-0.036,0.059,-0.059,0.129,-0.129,0.009,-0.009,0.0,0.036,-0.036,0.066,-0.066,0.078,-0.078,0.0,0.0,0.019,-0.019,0.0,0.009,-0.009,0.011,-0.011
0.735,-0.735,0.0,0.27,-0.27,0.0,0.04,-0.04,0.166,-0.166,0.0,0.28,-0.28,0.0,0.0,0.135,-0.135,0.06,-0.06,0.169,-0.169,0.045,-0.045,0.004,-0.004,0.0,0.032,-0.032,0.103,-0.103,0.036,-0.036,0.0,0.0,0.03,-0.03,0.0,0.016,-0.016,0.0
0.017,-0.017,0.548,-0.548,0.0,0.05,-0.05,0.3,-0.3,0.0,0.0,0.097,-0.097,0.396,-0.396,0.164,-0.164,0.0,0.161,-0.161,0.0,0.139,-0.139,0.046,-0.046,0.018,-0.018,0.048,-0.048,0.051,-0.051,0.0,0.09,-0.09,0.075,-0.075,0.0,0.0,0.029,-0.029
0.704,-0.704,0.0,0.354,-0.354,0.0,0.047,-0.047,0.0,0.028,-0.028,0.081,-0.081,0.145,-0.145,0.0,0.173,-0.173,0.078,-0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.033,-0.033,0.011,-0.011,0.0,0.014,-0.014,0.021,-0.021,0.049,-0.049,0.004,-0.004,0.0
0.0,0.0,0.035,-0.035,0.0,0.115,-0.115,0.0,0.0,0.0,0.158,-0.158,0.057,-0.057,0.0,0.288,-0.288,0.0,0.0,0.0,0.0,0.035,-0.035,0.012,-0.012,0.0,0.0,0.0,0.02,-0.02,0.014,-0.014,0.014,-0.014,0.023,-0.023,0.0,0.015,-0.015,0.0
0.483,-0.483,0.082,-0.082,0.0,0.0,0.018,-0.018,0.134,-0.134,0.0,0.053,-0.053,0.0,0.183,-0.183,0.0,0.0,0.095,-0.095,0.0,0.0,0.0,0.0,0.0,0.03,-0.03,0.0,0.0,0.0,0.014,-0.014,0.028,-0.028,0.037,-0.037,0.011,-0.011,0.019,-0.019
0.601,-0.601,0.379,-0.379,0.249,-0.249,0.0,0.0,0.0,0.0,0.0,0.111,-0.111,0.0,0.13,-0.13,0.0,0.0,0.082,-0.082,0.0,0.0,0.019,-0.019,0.0,0.0,0.0,0.0,0.008,-0.008,0.012,-0.012,0.0,0.009,-0.009,0.016,-0.016,0.0,0.0,0.0
