0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.124,0.124,-0.302,-0.302,0.035,0.035,-0.095,-0.095,-0.012,0.056,-0.139,0.163,0.163,0.212,0.078,0.078,0.35,0.35,0.195,0.3,0.3,0.095,0.095,-0.083,0.038,0.038,-0.116,-0.116,0.029,0.029,0.064,0.064,0.179,-0.09,0.026,0.026,0.066,0.066,0.262,0.005
-0.077,-0.077,-0.077,-0.077,-0.05,-0.05,-0.221,-0.221,-0.058,0.069,0.179,-0.203,-0.203,0.129,0.001,0.001,-0.256,-0.256,-0.095,-0.029,-0.029,0.029,0.029,0.458,-0.246,-0.246,0.139,0.139,0.038,0.038,-0.061,-0.061,-0.139,-0.001,-0.06,-0.06,0.076,0.076,0.019,-0.073
-0.05,-0.05,0.001,0.001,-0.107,-0.107,-0.069,-0.069,-0.02,-0.021,0.124,-0.068,-0.068,-0.019,0.26,0.26,0.1,0.1,0.043,0.12,0.12,0.092,0.092,0.048,-0.044,-0.044,0.132,0.132,-0.146,-0.146,0.045,0.045,0.192,0.005,0.16,0.16,-0.135,-0.135,-0.012,0.103
-0.007,-0.007,0.172,0.172,0.014,0.014,-0.09,-0.09,0.264,-0.061,0.237,-0.229,-0.229,-0.257,-0.1,-0.1,-0.04,-0.04,0.233,0.17,0.17,0.112,0.112,-0.155,0.201,0.201,-0.036,-0.036,-0.117,-0.117,0.092,0.092,0.077,0.041,0.067,0.067,-0.209,-0.209,0.055,0.204
0.031,0.031,-0.097,-0.097,-0.045,-0.045,0.121,0.121,-0.006,-0.105,-0.001,0.21,0.21,0.098,0.098,0.098,-0.213,-0.213,-0.247,-0.036,-0.036,0.005,0.005,-0.048,-0.107,-0.107,-0.177,-0.177,0.247,0.247,-0.176,-0.176,-0.339,-0.223,-0.16,-0.16,0.05,0.05,0.012,-0.068
-0.06,-0.06,0.095,0.095,0.021,0.021,-0.115,-0.115,0.043,-0.175,0.058,-0.067,-0.067,-0.133,-0.203,-0.203,0.137,0.137,0.012,-0.037,-0.037,0.066,0.066,-0.012,-0.096,-0.096,-0.061,-0.061,-0.04,-0.04,-0.058,-0.058,-0.18,0.09,0.029,0.029,-0.01,-0.01,-0.299,-0.033
0.134,0.134,-0.191,-0.191,0.093,0.093,0.074,0.074,0.023,-0.039,-0.203,0.208,0.208,-0.091,-0.018,-0.018,0.344,0.344,0.427,0.275,0.275,0.147,0.147,0.192,0.046,0.046,0.194,0.194,0.047,0.047,-0.099,-0.099,0.038,-0.069,0.26,0.26,-0.153,-0.153,0.031,0.262
0.006,0.006,-0.021,-0.021,0.028,0.028,0.104,0.104,-0.143,-0.239,0.171,0.011,0.011,-0.145,0.078,0.078,-0.018,-0.018,0.054,0.119,0.119,0.042,0.042,0.042,-0.038,-0.038,0.078,0.078,-0.023,-0.023,0.08,0.08,0.037,0.138,0.028,0.028,-0.012,-0.012,-0.156,-0.012
-0.129,-0.129,0.005,0.005,-0.124,-0.124,0.182,0.182,-0.011,-0.369,0.112,0.166,0.166,-0.202,-0.006,-0.006,-0.089,-0.089,-0.114,0.003,0.003,-0.097,-0.097,-0.064,0.01,0.01,0.046,0.046,-0.144,-0.144,-0.014,-0.014,0.055,0.013,-0.027,-0.027,-0.034,-0.034,0.128,0.054
0.046,0.046,0.116,0.116,-0.165,-0.165,-0.067,-0.067,0.078,-0.085,-0.01,-0.099,-0.099,-0.074,-0.062,-0.062,-0.072,-0.072,0.011,-0.032,-0.032,-0.002,-0.002,0.06,0.026,0.026,-0.032,-0.032,0.163,0.163,-0.153,-0.153,-0.279,0.007,-0.014,-0.014,0.049,0.049,-0.152,-0.159
