0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-0.016,-0.016,-0.07,0.127,0.127,0.101,0.101,-0.061,0.144,-0.093,-0.093,0.15,0.083,0.083,-0.069,-0.069,0.089,0.089,-0.235,-0.235,0.268,-0.144,0.22,0.22,0.079,0.078,0.074,0.064,-0.097,-0.097,-0.066,-0.066,0.015,0.015,-0.073,-0.242,-0.242,-0.349,-0.349,-0.19
-0.151,-0.151,-0.036,-0.052,-0.052,0.031,0.031,-0.188,0.225,-0.198,-0.198,0.183,-0.059,-0.059,-0.289,-0.289,0.016,0.016,-0.029,-0.029,0.045,0.053,0.084,0.084,-0.146,0.082,0.209,-0.005,0.104,0.104,0.121,0.121,-0.112,-0.112,0.378,0.157,0.157,0.135,0.135,0.064
0.151,0.151,-0.271,-0.11,-0.11,0.049,0.049,0.192,0.228,-0.244,-0.244,0.218,0.036,0.036,0.036,0.036,0.025,0.025,-0.005,-0.005,-0.013,-0.02,-0.089,-0.089,0.206,-0.027,-0.243,-0.087,0.094,0.094,0.193,0.193,0.076,0.076,-0.034,-0.046,-0.046,0.001,0.001,-0.085
-0.178,-0.178,0.214,0.011,0.011,-0.174,-0.174,0.054,-0.233,-0.1,-0.1,0.168,0.04,0.04,-0.063,-0.063,-0.16,-0.16,0.214,0.214,-0.054,-0.239,0.151,0.151,0.12,-0.022,0.079,-0.087,-0.021,-0.021,0.006,0.006,-0.006,-0.006,0.071,-0.009,-0.009,-0.083,-0.083,-0.088
0.12,0.12,-0.013,-0.015,-0.015,0.041,0.041,0.064,0.113,0.101,0.101,-0.057,0.023,0.023,-0.154,-0.154,0.198,0.198,-0.145,-0.145,0.316,-0.005,0.067,0.067,-0.139,0.189,0.133,0.069,-0.161,-0.161,-0.146,-0.146,-0.095,-0.095,0.175,0.137,0.137,0.154,0.154,0.167
0.093,0.093,-0.115,0.157,0.157,-0.086,-0.086,0.253,-0.118,0.088,0.088,0.013,-0.019,-0.019,0.189,0.189,0.001,0.001,-0.108,-0.108,0.133,-0.059,-0.202,-0.202,0.099,0.07,-0.188,0.115,-0.046,-0.046,-0.178,-0.178,-0.155,-0.155,-0.064,0.393,0.393,0.407,0.407,0.262
-0.024,-0.024,0.133,0.183,0.183,0.025,0.025,-0.035,-0.001,-0.007,-0.007,0.101,0.081,0.081,0.14,0.14,0.001,0.001,0.013,0.013,-0.162,-0.134,-0.11,-0.11,0.094,-0.031,-0.096,0.024,0.123,0.123,0.117,0.117,-0.134,-0.134,0.061,0.089,0.089,0.154,0.154,0.185
-0.067,-0.067,0.192,-0.216,-0.216,-0.107,-0.107,-0.096,0.091,-0.172,-0.172,0.152,0.08,0.08,0.064,0.064,-0.179,-0.179,0.185,0.185,-0.18,-0.353,-0.071,-0.071,0.182,0.162,-0.07,0.057,-0.121,-0.121,0.143,0.143,0.162,0.162,0.192,0.101,0.101,0.124,0.124,0.227
-0.007,-0.007,-0.035,-0.135,-0.135,-0.093,-0.093,0.058,-0.071,0.073,0.073,-0.148,0.144,0.144,-0.139,-0.139,0.005,0.005,-0.1,-0.1,0.166,-0.109,0.038,0.038,0.093,0.3,0.103,0.15,0.058,0.058,-0.192,-0.192,-0.013,-0.013,-0.371,-0.14,-0.14,0.019,0.019,-0.27
-0.23,-0.23,-0.206,-0.075,-0.075,-0.029,-0.029,0.281,-0.101,0.09,0.09,-0.02,-0.011,-0.011,-0.046,-0.046,-0.192,-0.192,0.121,0.121,-0.091,-0.083,0.131,0.131,0.03,0.007,0.107,0.305,-0.306,-0.306,-0.114,-0.114,-0.06,-0.06,0.082,0.048,0.048,-0.011,-0.011,0.092
0.063,0.063,-0.092,-0.102,-0.102,-0.02,-0.02,0.022,-0.216,0.25,0.25,-0.311,-0.072,-0.072,-0.107,-0.107,0.304,0.304,-0.151,-0.151,0.312,-0.022,0.184,0.184,-0.048,-0.051,-0.002,-0.03,0.056,0.056,0.067,0.067,0.057,0.057,0.1,-0.065,-0.065,-0.202,-0.202,-0.093
-0.342,-0.342,-0.139,-0.062,-0.062,-0.039,-0.039,0.202,-0.04,0.094,0.094,-0.06,0.076,0.076,0.127,0.127,-0.104,-0.104,0.28,0.28,-0.258,-0.072,0.056,0.056,0.05,0.308,0.013,0.11,-0.09,-0.09,0.001,0.001,-0.13,-0.13,-0.097,0.005,0.005,-0.029,-0.029,-0.016
-0.106,-0.106,0.267,0.026,0.026,0.053,0.053,-0.173,0.084,0.039,0.039,0.146,0.067,0.067,0.101,0.101,0.034,0.034,-0.145,-0.145,0.148,0.149,0.037,0.037,-0.114,-0.18,-0.196,0.193,-0.111,-0.111,-0.246,-0.246,0.041,0.041,0.07,0.219,0.219,0.11,0.11,0.195
