3,4,1,2,5,6,7,8,10.0
1,2,3,4,6,5,8,10,9.0
1,2,3,4,5,6,7,8,
1,2,5,3,4,6,7,9,10.0
1,2,3,6,4,5,9,7,8.0
1,2,3,4,5,6,7,8,
2,3,4,5,1,8,9,6,7.0
3,1,2,4,5,6,7,8,
1,2,3,4,5,10,9,6,
1,2,3,4,5,6,7,10,9.0
1,2,5,3,4,6,7,8,9.0
3,1,2,4,5,6,7,8,9.0
5,6,3,4,7,10,1,2,8.0
1,2,3,4,5,6,7,8,
