0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,-0.114,0.114,0.084,-0.084,0.024,-0.024,0.0
0.0,0.0,0.0,-0.047,0.047,-0.359,0.359,0.0,-0.0,0.0
0.0,0.0,0.0,0.077,-0.077,0.006,-0.006,0.107,-0.107,0.0
0.0,0.0,0.0,0.112,-0.112,-0.044,0.044,-0.094,0.094,0.0
0.0,0.0,0.0,-0.433,0.433,0.0,-0.0,0.143,-0.143,0.0
0.0,0.0,0.0,0.124,-0.124,-0.099,0.099,0.105,-0.105,0.0
0.0,0.0,0.0,0.0,-0.0,0.082,-0.082,0.099,-0.099,0.0
0.0,0.0,0.0,0.116,-0.116,0.003,-0.003,0.048,-0.048,0.0
0.0,0.0,0.0,-0.157,0.157,0.073,-0.073,0.063,-0.063,0.0
0.0,0.0,0.0,0.153,-0.153,0.451,-0.451,-0.013,0.013,0.0
