0,1,2,3,4,5,6,7,8,9
-0.372,-0.057,-0.057,-0.051,-0.051,0.349,-0.316,-0.316,0.189,-0.318
-0.5,0.106,0.106,0.161,0.161,0.208,-0.321,-0.321,0.703,-0.398
-0.409,-0.498,-0.498,0.317,0.317,-0.342,0.748,0.748,-0.565,0.665
-0.198,-0.273,-0.273,-0.446,-0.446,0.334,0.076,0.076,-0.038,-0.167
-0.074,0.273,0.273,-0.034,-0.034,-0.187,-0.02,-0.02,0.274,0.006
0.266,0.079,0.079,0.045,0.045,-0.189,-0.238,-0.238,0.042,-0.363
0.177,-0.008,-0.008,-0.156,-0.156,0.405,0.16,0.16,-0.21,-0.018
0.267,0.179,0.179,0.144,0.144,0.4,-0.025,-0.025,0.162,-0.142
-0.476,0.127,0.127,0.241,0.241,0.458,-0.219,-0.219,0.009,-0.231
-0.019,-0.344,-0.344,0.194,0.194,0.033,0.059,0.059,0.042,0.255
