0,1,2,3,4,5,6,7,8,9
-0.132,-0.354,-0.354,0.665,0.019,-0.009,-0.009,0.086,0.114,0.114
-0.548,-0.111,-0.111,0.067,-0.643,-0.224,-0.224,0.402,0.231,0.231
0.463,-0.079,-0.079,-0.264,0.37,0.159,0.159,-0.472,-0.474,-0.474
-0.546,0.505,0.505,-0.502,0.287,0.599,0.599,-0.204,-0.616,-0.616
-0.078,0.012,0.012,-0.368,-0.085,-0.434,-0.434,0.172,0.022,0.022
0.092,0.199,0.199,0.123,-0.04,0.064,0.064,0.39,0.039,0.039
0.259,0.399,0.399,-0.236,-0.092,-0.103,-0.103,0.067,-0.15,-0.15
-0.005,-0.158,-0.158,-0.019,-0.28,-0.293,-0.293,0.511,0.474,0.474
-0.257,-0.115,-0.115,-0.072,0.449,-0.094,-0.094,-0.043,0.017,0.017
-0.144,0.128,0.128,0.142,0.265,-0.07,-0.07,-0.343,0.217,0.217
