0,1,2,3,4,5,6,7,8,9
0.305,-0.032,0.025,0.126,0.126,-0.266,-0.266,0.225,0.225,-0.154
-0.332,-0.553,-0.205,0.068,0.068,0.212,0.212,0.818,0.818,0.107
-0.163,-0.489,0.266,0.081,0.081,0.066,0.066,-0.293,-0.293,0.373
-0.118,0.475,0.367,0.392,0.392,-0.134,-0.134,0.029,0.029,0.208
-0.041,0.216,-0.019,-0.05,-0.05,0.47,0.47,-0.132,-0.132,0.664
-0.308,0.313,0.03,0.053,0.053,0.068,0.068,0.042,0.042,-0.412
-0.032,0.211,-0.069,-0.564,-0.564,-0.418,-0.418,0.015,0.015,0.213
0.565,0.085,0.658,-0.151,-0.151,-0.027,-0.027,0.079,0.079,-0.235
-0.521,-0.124,0.531,-0.292,-0.292,-0.303,-0.303,-0.127,-0.127,-0.266
-0.26,-0.131,-0.178,-0.3,-0.3,0.07,0.07,0.288,0.288,0.004
