0,1,2,3,4,5,6,7,8,9,10
0.0,0.197,-0.197,0.0,0.045,-0.045,0.074,-0.074,0.0,0.026,-0.026
0.0,0.0,0.0,0.14,-0.14,0.0,0.06,-0.06,0.0,0.0,0.0
0.0,0.305,-0.305,0.0,0.067,-0.067,0.014,-0.014,0.063,-0.063,0.0
0.0,0.0,0.0,0.0,0.118,-0.118,0.0,0.0,0.0,0.042,-0.042
0.0,0.0,0.0,0.0,0.132,-0.132,0.0,0.0,0.016,-0.016,0.0
0.0,0.0,0.3,-0.3,0.0,0.064,-0.064,0.0,0.065,-0.065,0.0
0.0,0.352,-0.352,0.0,0.11,-0.11,0.0,0.074,-0.074,0.0,0.0
0.0,0.0,0.137,-0.137,0.0,0.0,0.0,0.056,-0.056,0.0,0.0
0.38,-0.38,0.0,0.0,0.105,-0.105,0.029,-0.029,0.0,0.0,0.0
0.447,-0.447,0.0,0.0,0.234,-0.234,0.123,-0.123,0.0,0.0,0.0
0.0,0.0,0.137,-0.137,0.017,-0.017,0.0,0.0,0.023,-0.023,0.0
0.0,0.0,0.156,-0.156,0.0,0.061,-0.061,0.044,-0.044,0.0,0.0
0.031,-0.031,0.0,0.0,0.0,0.015,-0.015,0.0,0.007,-0.007,0.0
0.0,0.0,0.155,-0.155,0.0,0.107,-0.107,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.115,-0.115,0.0,0.0,0.0,0.038,-0.038,0.0
0.0,0.0,0.0,0.129,-0.129,0.0,0.0,0.043,-0.043,0.0,0.0
