0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,0.0,-0.048,0.048,0.0,-0.054,0.054,0.045,-0.045,0.0
0.0,0.0,0.0,-0.427,0.427,0.0,-0.274,0.274,0.178,-0.178,0.0
0.0,0.0,0.0,0.0,-0.0,0.0,-0.104,0.104,0.12,-0.12,0.0
0.0,0.0,0.0,0.039,-0.039,0.0,-0.081,0.081,0.335,-0.335,0.0
0.0,0.0,0.0,-0.23,0.23,0.0,0.0,-0.0,0.092,-0.092,0.0
0.0,0.0,0.0,0.028,-0.028,0.0,-0.372,0.372,0.156,-0.156,0.0
0.0,0.0,0.0,-0.122,0.122,0.0,-0.007,0.007,0.066,-0.066,0.0
0.0,0.0,0.0,0.032,-0.032,0.0,0.248,-0.248,-0.257,0.257,0.0
0.0,0.0,0.0,-0.229,0.229,0.0,0.174,-0.174,0.0,-0.0,0.0
0.0,0.0,0.0,0.402,-0.402,0.0,-0.16,0.16,0.097,-0.097,0.0
0.0,0.0,0.0,-0.144,0.144,0.0,0.227,-0.227,-0.072,0.072,0.0
