0,1,2,3,4,5,6,7,8,9,10
0.209,0.112,0.112,0.094,0.094,0.087,0.185,0.154,0.154,0.015,-0.034
-0.408,-0.122,-0.122,-0.022,-0.022,-0.0,0.266,-0.129,-0.129,0.16,0.124
-0.089,0.269,0.269,0.127,0.127,-0.013,0.325,-0.279,-0.279,0.355,0.46
-0.0,-0.159,-0.159,-0.203,-0.203,-0.07,-0.204,0.193,0.193,-0.066,-0.405
-0.434,-0.172,-0.172,-0.335,-0.335,-0.435,-0.111,0.273,0.273,-0.068,-0.068
0.267,0.695,0.695,0.704,0.704,0.1,0.19,0.098,0.098,0.311,0.637
-0.402,-0.144,-0.144,-0.18,-0.18,-0.734,-0.281,-0.18,-0.18,-0.321,-0.214
-0.068,0.077,0.077,0.163,0.163,-0.491,-0.292,0.248,0.248,-0.255,0.235
0.564,-0.331,-0.331,-0.197,-0.197,-0.052,-0.294,0.146,0.146,-0.202,-0.236
-0.036,-0.167,-0.167,-0.113,-0.113,-0.076,0.613,-0.103,-0.103,0.731,0.138
-0.192,-0.069,-0.069,-0.118,-0.118,-0.023,-0.27,0.496,0.496,-0.018,0.149
