0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,14,14,14,14,10,10,10,10,10,10,10,10,10,10,7,7,7,7,15,15,15,15,15,15,6,6,13,13,13,12,12,12,12,12,12,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,13,12,12,12,12,12,12,12,12,12,5,5,12,12,5,5,5,5,5,6,6,6,6,6,2,2,2,2,2,10,10,7,7,7,7,7,6,13,12,12,12,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,13,13,7,14,14,14,14,10,10,10,10,9,9,9,9,9,9,9,8,12,12,8,8,8,8,15,15,15,15,15,15,15,15,6,6,6,6,6,12,12,12,12,7,13,0,12,12,12,12,12,10,10,10,10,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4
7,7,7,10,10,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,14,14,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,15,15,8,8,8,8,15,15,15,15,15,15,15,15,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4
7,7,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,14,11,11,13,13,0,12,12,12,12,12,12,12,12,12,8,8,8,15,15,15,15,15,15,15,15,15,6,6,6,6,2,2,2,2,10,10,10,10,0,0,0,7,7,7,9,7,7,6,6,7,7,7,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,2,14,14,7,7,6,6,6,14,14,10,10,10,10,10,10,10,10,10,10,12,7,7,7,7,7,7,7,15,15,15,6,6,6,13,12,12,12,12,12,12,12,12,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,13,13,12,12,12,12,12,0,0,0,0,0,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,6,6,6,2,2,2,2,2,2,2,2,9,9,9,9,12,12,12,8,8,12,12,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
12,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,2,7,12,14,14,10,10,10,10,0,0,0,0,12,12,12,12,12,7,7,15,15,15,15,15,15,15,15,15,15,6,6,6,6,2,2,2,9,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,7,6,6,2,7,7,6,6,4,4,4,4,4,4,4,4,4,4
7,7,7,7,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,11,11,14,10,10,0,0,0,0,0,0,0,0,12,12,12,12,12,0,12,12,12,12,5,15,15,15,15,5,5,5,15,15,6,6,6,6,2,2,2,2,2,9,9,7,7,7,7,10,10,7,9,12,7,7,7,8,12,12,4,4,4,4,4,4,4,4,4,4
7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,14,14,10,10,10,10,10,10,0,0,12,12,0,0,10,7,7,7,7,7,7,7,15,15,15,15,15,6,6,6,6,6,6,6,6,13,12,12,12,12,12,8,8,8,8,8,15,15,5,5,8,12,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,0,0,0,12,10,0,0,0,0,0,12,12,12,12,7,7,7,7,5,5,5,6,6,6,6,6,6,6,6,2,2,2,2,9,7,7,7,7,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4
7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,11,14,14,14,10,10,10,10,10,0,0,0,0,12,12,7,7,10,10,7,7,15,15,15,15,15,15,15,15,6,6,6,6,6,6,6,6,6,6,12,12,12,12,12,12,12,12,8,8,8,7,8,8,8,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,15,15,15,15,15,15,15,15,6,6,6,6,6,6,6,11,11,13,13,13,14,14,9,9,9,14,14,14,9,9,9,9,9,8,8,8,12,12,8,7,7,7,15,15,15,15,15,15,15,15,15,6,6,6,13,13,7,7,5,5,6,6,6,6,6,6,9,9,10,0,0,0,0,12,12,4,4,4,4,4,4,4,4,4,4
7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,2,6,6,11,13,0,0,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,7,7,15,15,15,15,15,15,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4
7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,9,9,9,7,7,14,14,9,9,9,9,9,9,9,12,9,12,12,12,12,12,8,8,8,8,8,15,15,15,15,15,15,15,15,15,15,15,15,8,7,7,8,8,8,8,8,7,0,0,0,0,12,7,7,10,10,0,12,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4
7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,2,2,11,11,13,0,0,0,0,0,0,0,0,7,7,12,12,12,5,5,5,5,5,5,5,5,5,6,6,6,6,6,2,2,2,2,2,2,9,9,8,8,8,8,8,9,9,9,7,9,9,7,7,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,6,6,11,11,14,14,9,14,14,11,13,13,14,14,11,13,13,12,12,12,12,12,12,0,0,0,0,12,12,0,12,12,12,0,5,5,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,9,9,9,9,7,7,7,10,10,10,7,7,7,7,7,7,7,6,6,4,4,4,4,4,4,4,4,4,4
7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,2,2,2,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,15,15,15,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,10,10,7,7,7,7,6,6,6,6,6,7,7,7,7,7,9,9,7,4,4,4,4,4,4,4,4,4,4
7,10,10,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,2,14,14,14,14,14,10,10,10,9,9,9,9,8,8,12,12,8,8,8,8,15,15,15,15,15,15,15,15,15,15,6,12,12,12,12,12,12,12,8,7,0,12,12,12,0,0,12,7,7,12,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,15,15,15,15,15,15,15,6,6,13,12,12,12,12,12,12,12,12,8,8,8,7,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,14,14,14,14,14,14,10,10,14,9,9,9,9,9,9,12,12,12,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,7,15,15,15,15,15,15,15,6,6,6,13,13,12,12,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,11,13,13,14,14,9,9,9,9,9,9,9,9,9,8,8,8,12,12,12,8,8,8,15,15,8,8,8,15,15,15,15,6,6,13,13,12,7,7,12,7,7,7,7,7,7,7,7,7,12,8,2,2,7,7,7,3,4,4,4,4,4,4,4,4,4,4
3,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14,14,13,13,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,15,15,15,6,6,6,6,6,14,14,14,2,10,10,10,7,7,10,10,10,10,0,0,7,7,7,12,12,9,9,7,7,7,7,4,4,4,4,4,4,4,4,4,4
12,7,7,12,12,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,11,14,14,14,14,14,9,9,9,9,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,15,15,15,15,15,15,15,15,15,6,6,6,6,6,6,6,13,7,7,7,6,6,6,13,10,10,0,12,12,7,7,7,7,4,4,4,4,4,4,4,4,4,4
7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,14,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,15,15,15,6,13,13,12,12,12,7,7,12,12,7,12,12,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,2,2,14,14,14,10,13,0,0,0,0,0,0,0,0,12,12,12,0,12,12,7,7,7,7,7,6,6,6,6,6,6,6,2,2,2,2,9,9,9,9,9,9,9,9,12,12,10,10,7,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,11,13,13,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,7,9,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,14,14,6,13,13,13,13,0,0,0,0,0,0,0,12,12,12,12,12,12,7,5,5,5,15,15,6,6,6,6,6,6,6,2,2,2,2,9,9,9,9,9,12,12,12,12,12,12,12,12,12,7,7,7,7,7,7,6,6,6,4,4,4,4,4,4,4,4,4,4
10,10,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,14,14,14,14,14,14,14,14,9,9,9,10,10,10,10,10,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
8,7,7,7,7,7,13,12,8,7,6,6,6,6,6,6,6,6,6,6,6,6,11,11,13,12,12,12,12,12,12,12,8,8,12,12,12,12,12,8,8,8,8,8,12,12,8,8,8,8,8,12,12,8,8,8,12,8,8,8,15,15,15,15,15,15,15,6,6,6,6,2,2,10,10,10,10,10,0,0,4,4,4,4,4,4,4,4,4,4
7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,8,8,15,15,15,15,15,15,15,15,15,15,6,6,6,6,14,2,10,10,10,10,10,2,2,2,2,2,2,10,0,0,7,7,7,0,0,7,4,4,4,4,4,4,4,4,4,4
7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,14,13,13,0,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,6,6,6,6,2,2,2,2,2,7,10,10,7,7,7,7,7,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,14,14,9,9,13,13,14,14,14,10,0,0,0,0,12,12,12,7,7,7,10,10,10,10,10,10,10,7,15,15,15,5,5,5,5,5,5,13,12,12,12,12,12,12,12,12,7,2,2,2,9,12,7,7,10,4,4,4,4,4,4,4,4,4,4
7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,11,14,14,13,0,0,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,14,14,2,2,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4
12,8,15,15,15,15,6,6,6,6,6,6,6,6,6,11,11,11,11,11,14,14,14,11,14,14,14,10,10,10,10,10,10,10,10,10,7,15,15,15,15,15,15,15,15,15,15,15,6,13,13,12,12,12,12,12,12,8,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,13,13,13,9,9,14,14,14,14,9,9,9,9,12,12,12,12,12,12,8,8,8,8,8,10,12,12,12,12,7,7,7,7,6,6,6,6,6,6,6,13,13,13,13,0,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4
7,15,15,15,15,15,15,15,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,13,13,12,12,12,12,12,12,12,12,12,9,12,12,12,12,8,8,8,15,15,15,15,15,15,15,15,15,15,15,15,6,2,2,14,10,10,10,10,10,7,7,13,12,12,10,0,0,12,7,7,7,7,7,7,7,2,4,4,4,4,4,4,4,4,4,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,9,14,13,13,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,2,2,2,2,2,2,2,9,9,9,12,12,12,12,12,12,12,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14,14,14,14,9,9,9,9,8,8,8,8,8,8,7,15,15,15,15,15,15,15,15,15,15,6,6,6,6,13,13,13,7,7,7,7,7,12,12,12,12,12,12,12,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
12,12,12,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,11,14,14,14,14,14,10,10,0,10,0,12,12,7,12,12,12,12,12,5,5,5,5,15,15,15,15,15,6,6,6,6,2,2,2,2,2,9,9,9,12,12,12,12,12,12,12,12,12,12,12,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,14,2,2,2,13,13,14,10,10,10,0,0,0,0,0,12,12,12,10,10,10,10,10,10,12,12,12,8,8,15,15,15,15,15,6,6,5,5,5,6,6,6,9,9,2,2,2,2,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,4,4
12,12,8,8,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,14,14,10,0,0,0,0,12,12,12,12,10,10,10,10,10,10,12,7,7,15,15,15,15,15,6,6,6,6,6,6,6,6,2,2,2,2,2,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,14,13,13,0,0,0,0,0,0,0,0,0,12,12,12,5,5,5,5,5,6,6,6,6,6,6,6,2,2,2,2,2,2,2,9,9,9,7,7,7,9,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,11,11,11,14,14,14,14,14,14,9,9,9,9,12,12,12,12,12,8,8,8,8,8,8,8,7,7,7,7,7,7,15,15,15,15,15,15,15,15,15,15,6,6,6,6,6,12,12,7,7,9,9,12,7,7,7,7,13,4,4,4,4,4,4,4,4,4,4
10,10,10,7,7,15,15,15,6,6,6,6,6,6,6,6,6,6,6,6,13,14,14,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,15,15,15,15,15,15,15,15,6,13,12,12,12,12,12,12,12,12,12,7,6,6,6,6,6,6,13,12,12,12,12,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,14,7,7,6,6,11,13,0,0,0,0,0,0,0,0,0,12,12,12,12,5,5,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,9,9,9,9,12,12,12,8,7,12,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,13,13,13,0,0,0,0,0,0,0,0,12,12,12,0,0,12,12,12,12,10,12,5,5,5,5,5,5,5,5,5,5,6,2,2,2,2,2,2,2,2,2,6,9,9,9,12,12,12,12,12,12,12,7,7,7,7,4,4,4,4,4,4,4,4,4,4
2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,6,6,14,14,14,10,0,0,0,0,0,0,12,12,0,12,12,12,12,12,5,5,5,5,5,6,6,6,6,6,6,6,2,2,2,2,2,2,2,7,7,9,9,12,12,12,12,12,12,12,12,12,12,12,9,9,12,12,7,7,3,4,4,4,4,4,4,4,4,4,4
3,10,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,6,6,6,14,14,14,14,14,14,14,14,14,9,9,8,8,8,8,12,8,8,7,8,8,8,8,8,8,15,15,15,15,15,6,6,6,6,6,6,13,7,7,7,7,12,12,12,7,7,7,7,7,7,7,7,13,13,4,4,4,4,4,4,4,4,4,4
7,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,11,14,14,14,11,11,14,14,10,10,10,10,10,10,10,10,10,10,10,10,7,15,15,15,15,15,15,6,6,6,6,6,6,13,13,13,13,0,12,12,12,12,12,12,12,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,14,14,11,11,14,14,14,10,10,9,9,9,9,9,12,12,9,9,12,8,8,8,8,8,8,8,8,15,15,15,15,15,15,15,15,15,13,13,12,12,12,12,12,7,7,7,7,12,12,7,7,7,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4
12,12,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,14,14,13,13,0,12,12,12,12,12,12,9,9,12,12,12,12,12,12,12,8,8,8,8,15,15,15,15,15,15,15,15,6,6,6,6,6,6,2,2,2,2,2,2,2,2,10,10,0,7,7,7,7,7,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,11,11,11,14,14,14,14,10,10,10,0,0,0,0,0,0,12,7,7,7,7,7,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,7,2,9,14,14,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,8,8,4,4,4,4,4,4,4,4,4,4
7,8,8,15,15,15,5,5,6,6,6,6,6,6,6,6,6,6,6,6,2,2,9,13,13,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,9,9,9,9,8,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,11,11,14,14,14,14,14,10,10,10,10,10,10,10,10,7,7,7,15,15,15,15,15,15,15,15,15,6,6,6,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,11,11,11,14,14,14,2,13,13,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,5,5,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,10,10,7,7,7,2,10,10,10,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,13,7,7,6,13,13,7,14,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,15,15,15,15,15,6,6,6,6,13,13,0,0,12,12,12,12,12,12,12,7,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,11,11,11,11,11,14,14,14,14,10,10,10,10,9,9,9,9,9,9,8,8,8,12,12,12,7,8,15,15,15,15,15,15,15,15,15,15,6,6,6,6,13,13,13,12,12,12,12,12,12,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4
7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,2,7,7,7,9,9,14,14,14,14,14,14,9,9,9,9,10,10,10,10,10,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,12,8,8,8,8,8,8,7,7,7,7,7,12,12,8,8,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
