0,1,2,3,4,5,6,7,8,9,10
0.482,0.052,0.052,0.167,0.3,-0.016,-0.016,0.148,-0.12,-0.12,-0.033
0.116,-0.049,-0.049,0.119,-0.051,0.519,0.519,-0.556,0.013,0.013,-0.091
-0.184,0.221,0.221,-0.141,-0.067,0.168,0.168,0.003,-0.203,-0.203,0.23
0.506,0.165,0.165,0.199,-0.182,-0.247,-0.247,-0.061,-0.437,-0.437,0.095
0.065,-0.146,-0.146,-0.386,0.026,-0.21,-0.21,0.185,0.051,0.051,0.645
0.28,0.484,0.484,-0.251,-0.269,0.082,0.082,0.089,0.183,0.183,0.168
-0.058,0.046,0.046,0.253,0.456,-0.076,-0.076,-0.206,-0.081,-0.081,0.022
0.03,-0.099,-0.099,0.095,-0.27,-0.191,-0.191,-0.405,0.187,0.187,0.252
0.097,-0.358,-0.358,-0.009,-0.412,0.062,0.062,0.462,-0.365,-0.365,-0.646
-0.584,0.105,0.105,-0.007,-0.182,-0.335,-0.335,0.422,0.09,0.09,-0.027
-0.163,-0.095,-0.095,0.783,-0.559,0.159,0.159,0.16,-0.365,-0.365,-0.044
