0,1,2,3,4,5,6,7,8,9,10
-0.601,-0.114,0.405,0.094,0.094,0.153,0.27,0.326,0.064,0.064,-0.347
-0.28,-0.266,-0.379,0.422,0.422,-0.3,-0.012,0.052,0.083,0.083,-0.075
0.459,0.063,-0.001,-0.029,-0.029,0.293,0.249,0.176,0.053,0.053,-0.218
-0.35,0.025,-0.238,0.114,0.114,-0.03,-0.146,0.149,-0.255,-0.255,-0.027
-0.061,-0.094,0.097,0.5,0.5,0.098,0.529,-0.434,-0.546,-0.546,-0.123
-0.005,0.424,-0.362,-0.117,-0.117,0.749,0.143,0.423,0.265,0.265,-0.545
0.282,-0.131,0.464,0.166,0.166,0.007,-0.16,0.12,-0.004,-0.004,-0.021
-0.088,-0.135,-0.279,-0.119,-0.119,0.03,-0.232,-0.195,-0.002,-0.002,-0.024
0.075,0.435,-0.059,0.356,0.356,-0.43,0.605,0.529,-0.062,-0.062,-0.458
0.339,-0.203,-0.176,-0.287,-0.287,-0.059,0.286,0.253,-0.072,-0.072,-0.55
0.124,-0.676,-0.409,0.053,0.053,0.199,0.124,0.272,0.108,0.108,0.008
