0,1,2,3,4,5,6,7,8,9,10
0.587,0.062,-0.035,-0.035,0.378,0.037,-0.134,0.177,0.037,0.037,-0.24
0.221,0.346,-0.4,-0.4,-0.295,-0.068,0.211,0.059,-0.012,-0.012,-0.058
-0.4,-0.069,0.147,0.147,0.036,0.079,-0.04,0.191,-0.106,-0.106,-0.107
0.377,0.034,-0.197,-0.197,-0.253,-0.144,-0.171,-0.415,-0.168,-0.168,0.252
0.129,-0.09,-0.267,-0.267,-0.042,0.223,0.445,-0.292,-0.332,-0.332,0.653
0.064,-0.587,0.136,0.136,-0.369,0.492,0.223,0.318,-0.308,-0.308,-0.247
-0.221,0.108,-0.118,-0.118,0.469,0.109,0.033,-0.252,0.035,0.035,-0.028
0.057,0.055,0.476,0.476,-0.233,0.268,0.288,-0.355,0.262,0.262,-0.278
-0.06,-0.339,-0.342,-0.342,-0.2,-0.527,-0.685,0.515,0.464,0.464,-0.47
-0.446,0.295,0.026,0.026,-0.23,-0.385,-0.323,0.226,-0.164,-0.164,-0.165
-0.171,0.549,0.11,0.11,-0.447,0.408,-0.03,0.253,0.263,0.263,-0.224
