0,1,2,3,4,5,6,7,8,9,10
-0.476,-0.209,-0.092,-0.122,-0.122,0.362,-0.119,-0.145,-0.013,-0.013,0.002
-0.145,-0.291,0.369,-0.033,-0.033,-0.23,0.25,0.499,-0.626,-0.626,-0.626
0.138,-0.211,-0.312,-0.093,-0.093,-0.019,-0.047,-0.141,-0.191,-0.191,-0.234
-0.587,-0.22,-0.085,-0.024,-0.024,-0.191,0.149,0.146,-0.211,-0.211,-0.092
0.05,-0.258,-0.431,0.308,0.308,0.032,-0.087,-0.096,-0.041,-0.041,0.34
-0.273,0.055,-0.491,0.265,0.265,0.035,-0.351,0.021,-0.362,-0.362,0.084
0.026,-0.196,0.106,-0.142,-0.142,0.217,0.276,0.168,-0.063,-0.063,-0.163
-0.005,-0.308,0.018,-0.206,-0.206,-0.813,0.617,-0.266,0.348,0.348,-0.045
-0.069,0.518,0.416,-0.313,-0.313,-0.057,-0.299,-0.116,0.221,0.221,0.234
0.545,0.149,-0.295,0.26,0.26,0.061,-0.432,-0.724,0.176,0.176,0.566
0.096,-0.535,0.228,-0.528,-0.528,-0.249,-0.187,0.208,0.182,0.182,-0.133
