0,1,2,3,4,5,6,7,8,9,10
-0.369,0.032,0.007,0.007,0.311,0.173,0.173,0.046,0.046,0.054,0.054
-0.365,-0.006,0.629,0.629,-0.372,-0.52,-0.52,0.517,0.517,0.56,0.56
0.298,-0.19,0.041,0.041,-0.212,-0.036,-0.036,0.173,0.173,0.168,0.168
-0.435,-0.066,0.234,0.234,-0.053,0.322,0.322,0.235,0.235,0.143,0.143
-0.249,0.063,0.25,0.25,0.16,0.226,0.226,0.483,0.483,-0.248,-0.248
-0.276,-0.363,0.038,0.038,-0.167,0.31,0.31,0.16,0.16,0.068,0.068
0.098,0.16,0.045,0.045,0.558,0.059,0.059,0.086,0.086,0.156,0.156
0.034,0.181,-0.229,-0.229,-0.192,-0.236,-0.236,0.065,0.065,0.184,0.184
0.005,-0.337,-0.025,-0.025,-0.291,0.12,0.12,0.076,0.076,0.18,0.18
0.406,0.026,0.07,0.07,-0.192,0.453,0.453,-0.28,-0.28,-0.366,-0.366
0.373,0.806,-0.124,-0.124,-0.44,0.092,0.092,0.112,0.112,0.267,0.267
