0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.024,-0.024,0.073,-0.073,0.083,-0.083,0.0
0.0,0.0,0.198,-0.198,0.0,0.07,-0.07,0.136,-0.136,0.0
0.0,0.0,0.0,0.206,-0.206,0.0,0.116,-0.116,0.0,0.0
0.0,0.0,0.159,-0.159,0.0,0.0,0.088,-0.088,0.0,0.0
0.0,0.0,0.0,0.0,0.189,-0.189,0.122,-0.122,0.0,0.0
0.0,0.0,0.215,-0.215,0.005,-0.005,0.059,-0.059,0.0,0.0
0.0,0.0,0.0,0.125,-0.125,0.0,0.182,-0.182,0.0,0.0
0.0,0.0,0.279,-0.279,0.0,0.0,0.088,-0.088,0.0,0.0
0.0,0.0,0.187,-0.187,0.0,0.0,0.0,0.048,-0.048,0.0
0.0,0.0,0.266,-0.266,0.0,0.0,0.0,0.043,-0.043,0.0
