0,1,2,3,4,5,6,7,8,9
0.303,-0.432,-0.135,-0.135,0.286,0.018,0.016,0.016,0.094,-0.146
-0.138,-0.35,0.46,0.46,0.04,-0.059,0.07,0.07,-0.051,0.156
0.274,0.05,0.114,0.114,0.097,0.098,-0.117,-0.117,-0.25,-0.029
0.095,0.58,-0.282,-0.282,0.011,-0.687,-0.325,-0.325,-0.254,-0.347
0.29,-0.095,-0.082,-0.082,0.558,0.176,0.484,0.484,0.447,0.705
-0.526,0.025,0.202,0.202,0.507,0.544,0.63,0.63,0.544,0.526
-0.367,-0.094,-0.2,-0.2,-0.145,0.225,-0.047,-0.047,-0.464,-0.15
-0.459,-0.304,-0.153,-0.153,-0.077,-0.311,-0.13,-0.13,-0.006,0.07
0.14,0.491,0.094,0.094,-0.096,-0.055,-0.202,-0.202,-0.342,0.175
0.281,-0.016,0.013,0.013,-0.55,0.195,0.206,0.206,-0.183,0.039
