0,1,2,3,4,5,6,7,8,9
0.7178983179021206,-0.12207233756758379,-0.0839779639015577,-0.050885043404473154,-0.16643308347433383,-0.10213344179640438,-0.013393876929826366,-0.05775950285137341,-0.01531847279089254,-0.08042132297574511
-0.01665612775510878,0.7800558366487806,-0.1476620779359837,0.04414543828950983,-0.047458861440567365,-0.04353101500261078,0.010327196074380277,-0.12595392364011057,0.0002333089620613106,0.06033932112567702
-0.13994292835004674,0.0022712542745832666,0.6402594751488436,0.06787280858554665,-0.1684367863440327,-0.04739871455663915,0.017145690364123327,-0.14739346447382304,-0.11063122415036672,0.01646447802454058
-0.009993730321205823,0.049993974438977705,-0.10759283473489752,0.6943949929888362,-0.1793211110197529,0.04607747429142961,0.13216159893491164,0.09465481144685507,0.09165625138354398,-0.1235614866692375
-0.1460553490336344,-0.09466205720263034,-0.11043800692544299,-0.15987401237972584,0.4960467260248162,-0.03191999635813629,0.07237453093132959,-0.16220306839000811,-0.06660013593536493,-0.07625806278815538
-0.10634167102832365,-0.0035599338628460367,-0.0008254221273563218,0.006720535085742088,-0.025919020791121485,0.6408814163392593,0.06472303638258332,-0.024876970171228453,0.07815701030344388,-0.09665679396736711
0.02309511895283776,-0.15321759050926956,0.05655028397121324,0.006392844847428406,0.06297001837143415,-0.06775139310425439,0.598252162436149,-0.027763778202072306,0.21530977370949947,-0.003678481091488667
-0.08833990428301555,-0.10324508360701462,-0.0542542231963367,-0.15816569576870015,-0.11393963402061398,-0.08695994891321762,-0.06424248873963415,0.6177140828701762,-0.08455112747091431,-0.08025319631303195
0.03679753081665871,-0.0696037802166381,-0.05314420042493575,0.03373651140507963,-0.06574458754421633,0.006911827973039521,0.1727183031839069,-0.028504471565193992,0.45769356823280577,0.16017911165535662
-0.05310146195641131,-0.01823412930188037,0.10459044385851897,-0.17795149180168707,-0.1280433793400366,-0.1583005673468885,-0.12035042991474557,0.02690963202912569,0.09624923334814293,0.6794594462426815
