0,1,2,3,4,5,6,7,8,9
-0.519,-0.22,0.118,-0.048,-0.048,-0.327,0.204,0.204,0.077,-0.149
-0.226,-0.132,0.147,-0.151,-0.151,-0.184,-0.514,-0.514,-0.27,-0.118
-0.196,0.358,-0.312,0.007,0.007,-0.285,0.207,0.207,0.316,0.512
0.132,0.382,-0.639,-0.356,-0.356,-0.222,-0.149,-0.149,-0.018,0.155
-0.338,0.259,-0.236,-0.208,-0.208,-0.383,-0.017,-0.017,-0.581,-0.07
0.382,-0.107,0.377,-0.163,-0.163,-0.648,0.245,0.245,0.139,-0.61
0.352,-0.419,0.347,0.111,0.111,-0.332,-0.066,-0.066,-0.078,0.115
0.338,-0.532,0.313,-0.401,-0.401,-0.139,-0.009,-0.009,-0.425,-0.012
0.138,0.347,-0.092,-0.48,-0.48,-0.154,-0.318,-0.318,-0.406,0.365
-0.327,-0.044,0.185,-0.117,-0.117,0.101,0.019,0.019,0.336,-0.392
