0,1,2,3,4,5,6,7,8,9
0.0,0.0,-0.357,0.357,0.0,0.067,-0.067,0.284,-0.284,0.0
0.0,0.0,0.0,-0.0,0.0,-0.204,0.204,-0.055,0.055,0.0
0.0,0.0,0.14,-0.14,0.0,0.395,-0.395,0.084,-0.084,0.0
0.0,0.0,-0.31,0.31,0.0,0.067,-0.067,0.16,-0.16,0.0
0.0,0.0,-0.012,0.012,0.0,-0.266,0.266,0.0,-0.0,0.0
0.0,0.0,0.005,-0.005,0.0,0.0,-0.0,-0.075,0.075,0.0
0.0,0.0,0.133,-0.133,0.0,0.177,-0.177,-0.03,0.03,0.0
0.0,0.0,-0.247,0.247,0.0,-0.033,0.033,0.051,-0.051,0.0
0.0,0.0,-0.242,0.242,0.0,-0.047,0.047,-0.029,0.029,0.0
0.0,0.0,0.265,-0.265,0.0,0.009,-0.009,-0.449,0.449,0.0
