1,2,3,4,5,6,7,8,
3,4,5,6,1,2,7,10,
1,2,3,4,5,6,7,8,9.0
1,2,3,4,5,6,7,8,
1,2,3,4,5,6,8,7,
1,2,3,4,5,6,7,9,
1,2,3,4,5,6,7,8,
1,2,3,4,5,9,10,6,
1,2,3,4,5,6,7,8,10.0
1,2,4,5,3,6,7,8,
