19,22,20,21,23,26,25,24,28,29,30,27,17,16,18,10,9,14.0,
6,5,8,7,3,4,1,2,9,10,12,11,13,21,20,24,22,25.0,
5,1,2,7,6,3,4,8,13,14,9,10,11,12,18,17,20,15.0,16.0
11,15,14,2,1,13,12,17,16,24,23,22,27,26,3,4,28,25.0,
3,4,5,6,7,8,9,10,11,12,13,15,14,17,2,1,16,30.0,27.0
3,4,5,8,6,7,9,10,1,2,11,16,12,15,14,13,18,,
3,6,7,4,5,11,10,8,9,1,2,12,13,16,15,25,14,30.0,29.0
8,9,5,6,7,1,2,3,4,10,11,12,14,13,18,17,15,,
1,2,6,7,8,9,3,4,14,15,10,11,5,18,17,16,12,13.0,
5,3,4,8,9,10,11,6,7,1,2,14,15,26,27,13,12,16.0,
